MOL_1,MOL_2,logV
OCC(F)(F)F,COCCOCCOCCOCCOC,-6.15276
COCCOCCOCCOCCOC,OCC(F)(F)F,-5.39838
OCC(F)(F)F,COCCOCCOCCOCCOC,-6.20792
COCCOCCOCCOCCOC,OCC(F)(F)F,-5.03185
OCC(F)(F)F,COCCOCCOCCOCCOC,-6.28571
O,NCCCO,-7.00889
O,NCCCO,-7.02425
NCCCO,O,-3.4796
O,NCCCO,-7.11942
O,NCCCO,-7.13438
NCCCO,O,-3.72895
O,NCCCO,-7.22301
O,NCCCO,-7.23748
NCCCO,O,-3.96304
O,NCCCO,-7.3204
O,NCCCO,-7.33437
NCCCO,O,-4.18339
O,NCCCO,-7.41224
O,NCCCO,-7.42568
NCCCO,O,-4.39132
O,NCCCO,-7.49906
O,NCCCO,-7.51198
NCCCO,O,-4.588
O,NCCCO,-6.95423
O,NCCCO,-7.06639
O,NCCCO,-7.17178
O,NCCCO,-7.27108
O,NCCCO,-7.36483
O,NCCCO,-7.4535
O,NCCCO,-6.84337
O,NCCCO,-6.95935
O,NCCCO,-7.06874
O,NCCCO,-7.17209
O,NCCCO,-7.26982
O,NCCCO,-7.36229
O,NCCCO,-6.6525
O,NCCCO,-6.77613
O,NCCCO,-6.89314
O,NCCCO,-7.00391
O,NCCCO,-7.10873
O,NCCCO,-7.20781
O,NCCCO,-6.34869
O,NCCCO,-6.4867
O,NCCCO,-6.61731
NCCCO,O,-0.0939713
O,NCCCO,-6.7408
NCCCO,O,-0.508186
O,NCCCO,-6.85735
NCCCO,O,-0.888986
O,NCCCO,-6.96713
NCCCO,O,-0.155104
O,NCCCO,-5.88928
NCCCO,O,-0.613509
O,NCCCO,-6.05339
NCCCO,O,-1.03065
O,NCCCO,-6.20748
NCCCO,O,-1.41223
O,NCCCO,-6.35197
NCCCO,O,-1.76327
O,NCCCO,-6.48721
NCCCO,O,-2.0882
O,NCCCO,-6.6135
NCCCO,O,-1.62575
O,NCCCO,-5.22998
NCCCO,O,-1.98295
O,NCCCO,-5.43981
NCCCO,O,-2.31319
O,NCCCO,-5.63309
NCCCO,O,-2.6203
O,NCCCO,-5.8111
NCCCO,O,-2.90766
O,NCCCO,-5.97497
NCCCO,O,-3.17822
O,NCCCO,-6.12566
NCCCO,O,-2.81883
O,NCCCO,-4.36937
NCCCO,O,-3.07608
O,NCCCO,-4.65187
NCCCO,O,-3.32393
O,NCCCO,-4.90497
NCCCO,O,-3.56325
O,NCCCO,-5.13213
NCCCO,O,-3.79479
O,NCCCO,-5.3364
NCCCO,O,-4.01921
O,NCCCO,-5.52047
NCCCO,O,-3.86394
O,NCCCO,-4.18851
NCCCO,O,-4.06735
O,NCCCO,-4.46184
NCCCO,O,-4.2684
O,NCCCO,-4.70589
NCCCO,O,-4.46625
O,NCCCO,-4.92522
O,NCCCO,-6.89006
O,NCCCO,-6.90613
NCCCO,O,-3.21323
O,NCCCO,-6.83462
O,NCCCO,-6.72242
O,NCCCO,-6.52713
O,NCCCO,-6.21459
O,NCCCO,-5.71666
NCCCO,O,-3.24609
O,NCCCO,-3.14485
O,NCCCO,-7.00849
O,NCCCO,-7.02425
NCCCO,O,-3.4796
O,NCCCO,-6.95439
O,NCCCO,-6.84558
O,NCCCO,-6.65762
O,NCCCO,-6.35973
NCCCO,O,-0.14979
O,NCCCO,-5.89119
NCCCO,O,-1.59391
O,NCCCO,-5.2477
NCCCO,O,-3.45046
O,NCCCO,-3.5401
O,NCCCO,-7.11904
O,NCCCO,-7.13438
NCCCO,O,-3.72895
O,NCCCO,-7.06655
O,NCCCO,-6.96147
O,NCCCO,-6.78102
O,NCCCO,-6.49717
NCCCO,O,-0.608525
O,NCCCO,-6.05518
NCCCO,O,-1.95354
O,NCCCO,-5.45618
NCCCO,O,-3.07308
O,NCCCO,-4.65475
NCCCO,O,-3.65565
O,NCCCO,-3.88819
O,NCCCO,-7.32004
O,NCCCO,-7.33437
NCCCO,O,-4.18339
O,NCCCO,-7.27122
O,NCCCO,-7.17405
O,NCCCO,-7.00839
NCCCO,O,-0.0542451
O,NCCCO,-6.75027
NCCCO,O,-1.40779
O,NCCCO,-6.35357
NCCCO,O,-2.59463
O,NCCCO,-5.82539
NCCCO,O,-3.56069
O,NCCCO,-5.13458
NCCCO,O,-4.06402
O,NCCCO,-4.46898
O,NCCCO,-7.49872
O,NCCCO,-7.51198
NCCCO,O,-4.588
O,NCCCO,-7.45364
O,NCCCO,-7.3641
O,NCCCO,-7.21192
NCCCO,O,-0.85273
O,NCCCO,-6.97578
NCCCO,O,-2.08417
O,NCCCO,-6.61495
NCCCO,O,-3.15519
O,NCCCO,-6.13848
NCCCO,O,-4.01694
O,NCCCO,-5.52264
NCCCO,O,-4.46321
O,NCCCO,-4.93174
O,NCCCO,-7.07655
O,NCCCO,-7.13438
NCCCO,O,-3.72895
O,NCCCO,-6.92971
O,NCCCO,-6.7209
O,NCCCO,-6.48697
NCCCO,O,-0.353716
O,NCCCO,-6.14346
NCCCO,O,-1.21122
O,NCCCO,-5.81815
NCCCO,O,-1.86889
O,NCCCO,-5.50231
NCCCO,O,-2.4191
O,NCCCO,-5.17339
NCCCO,O,-2.83166
O,NCCCO,-4.86845
NCCCO,O,-3.13392
O,NCCCO,-4.5952
NCCCO,O,-3.35325
O,NCCCO,-4.35384
NCCCO,O,-3.49976
O,NCCCO,-4.15836
NCCCO,O,-3.61881
O,NCCCO,-3.96179
NCCCO,O,-3.6774
O,NCCCO,-3.83967
NCCCO,O,-3.7129
O,NCCCO,-3.74597
NCCCO,O,-3.72734
O,NCCCO,-3.69616
NCCCO,O,-3.73183
O,NCCCO,-3.67557
O,NCCCO,-7.18159
O,NCCCO,-7.23748
NCCCO,O,-3.96304
O,NCCCO,-7.04028
O,NCCCO,-6.84037
O,NCCCO,-6.61757
NCCCO,O,-0.785775
O,NCCCO,-6.29237
NCCCO,O,-1.59228
O,NCCCO,-5.98646
NCCCO,O,-2.20698
O,NCCCO,-5.69128
NCCCO,O,-2.71807
O,NCCCO,-5.38579
NCCCO,O,-3.0991
O,NCCCO,-5.10418
NCCCO,O,-3.37705
O,NCCCO,-4.85292
NCCCO,O,-3.57844
O,NCCCO,-4.63129
NCCCO,O,-3.71348
O,NCCCO,-4.4511
NCCCO,O,-3.82495
O,NCCCO,-4.26694
NCCCO,O,-3.88217
O,NCCCO,-4.14755
NCCCO,O,-3.92033
O,NCCCO,-4.04649
NCCCO,O,-3.93994
O,NCCCO,-3.97828
NCCCO,O,-3.95129
O,NCCCO,-3.92455
NCCCO,O,-3.95767
O,NCCCO,-3.87949
O,NCCCO,-7.28051
O,NCCCO,-7.33437
NCCCO,O,-4.18339
O,NCCCO,-7.14479
O,NCCCO,-6.95348
NCCCO,O,-0.0929518
O,NCCCO,-6.74104
NCCCO,O,-1.18048
O,NCCCO,-6.43232
NCCCO,O,-1.94254
O,NCCCO,-6.14329
NCCCO,O,-2.52069
O,NCCCO,-5.86569
NCCCO,O,-2.99917
O,NCCCO,-5.5797
NCCCO,O,-3.35434
O,NCCCO,-5.31723
NCCCO,O,-3.61255
O,NCCCO,-5.08382
NCCCO,O,-3.7994
O,NCCCO,-4.87821
NCCCO,O,-3.92499
O,NCCCO,-4.7106
NCCCO,O,-4.02984
O,NCCCO,-4.5373
NCCCO,O,-4.08525
O,NCCCO,-4.42161
NCCCO,O,-4.12445
O,NCCCO,-4.31759
NCCCO,O,-4.14701
O,NCCCO,-4.23887
NCCCO,O,-4.16252
O,NCCCO,-4.165
NCCCO,O,-4.17318
O,NCCCO,-4.08927
O,NCCCO,-7.37389
O,NCCCO,-7.42568
NCCCO,O,-4.39132
O,NCCCO,-7.24365
O,NCCCO,-7.06049
NCCCO,O,-0.507214
O,NCCCO,-6.85759
NCCCO,O,-1.54302
O,NCCCO,-6.56357
NCCCO,O,-2.26646
O,NCCCO,-6.2892
NCCCO,O,-2.81358
O,NCCCO,-6.02652
NCCCO,O,-3.26491
O,NCCCO,-5.75678
NCCCO,O,-3.59885
O,NCCCO,-5.51001
NCCCO,O,-3.84099
O,NCCCO,-5.29114
NCCCO,O,-4.01595
O,NCCCO,-5.0986
NCCCO,O,-4.13367
O,NCCCO,-4.9415
NCCCO,O,-4.23256
O,NCCCO,-4.77801
NCCCO,O,-4.28571
O,NCCCO,-4.66699
NCCCO,O,-4.32459
O,NCCCO,-4.56372
NCCCO,O,-4.34827
O,NCCCO,-4.48098
NCCCO,O,-4.36575
O,NCCCO,-4.39752
NCCCO,O,-4.37858
O,NCCCO,-4.30619
NCCCO,O,-4.38731
O,NCCCO,-4.19812
O,NCCCO,-7.4622
O,NCCCO,-7.51198
NCCCO,O,-4.588
O,NCCCO,-7.33718
O,NCCCO,-7.16159
NCCCO,O,-0.888056
O,NCCCO,-6.96735
NCCCO,O,-1.87799
O,NCCCO,-6.68637
NCCCO,O,-2.568
O,NCCCO,-6.4247
NCCCO,O,-3.08878
O,NCCCO,-6.17467
NCCCO,O,-3.51746
O,NCCCO,-5.91848
NCCCO,O,-3.8339
O,NCCCO,-5.68465
NCCCO,O,-4.06284
O,NCCCO,-5.47771
NCCCO,O,-4.22796
O,NCCCO,-5.29602
NCCCO,O,-4.33894
O,NCCCO,-5.1479
NCCCO,O,-4.43228
O,NCCCO,-4.99359
NCCCO,O,-4.48273
O,NCCCO,-4.88818
NCCCO,O,-4.52013
O,NCCCO,-4.7888
NCCCO,O,-4.54345
O,NCCCO,-4.70728
NCCCO,O,-4.56116
O,NCCCO,-4.62261
NCCCO,O,-4.57452
O,NCCCO,-4.5275
NCCCO,O,-4.58374
O,NCCCO,-4.41327
COC(C)(C)C,CC(C)CCl,-7.85617
CC(C)CCl,COC(C)(C)C,-7.58571
CC(C)CCl,COC(C)(C)C,-7.57466
COC(C)(C)C,CC(C)CCl,-7.85623
COC(C)(C)C,CC(C)CCl,-7.85602
CC(C)CCl,COC(C)(C)C,-7.5876
COC(C)(C)C,CC(C)CCl,-7.85571
CC(C)CCl,COC(C)(C)C,-7.58948
COC(C)(C)C,CC(C)CCl,-7.85578
CC(C)CCl,COC(C)(C)C,-7.58937
COC(C)(C)C,CC(C)CCl,-7.85666
CC(C)CCl,COC(C)(C)C,-7.5878
COC(C)(C)C,CC(C)CCl,-7.85878
CC(C)CCl,COC(C)(C)C,-7.58528
COC(C)(C)C,CC(C)CCl,-7.86213
CC(C)CCl,COC(C)(C)C,-7.58257
COC(C)(C)C,CC(C)CCl,-7.86795
CC(C)CCl,COC(C)(C)C,-7.57947
COC(C)(C)C,CC(C)CCl,-7.87534
CC(C)CCl,COC(C)(C)C,-7.57705
COC(C)(C)C,CC(C)CCl,-7.88567
CC(C)CCl,COC(C)(C)C,-7.57527
COC(C)(C)C,CC(C)CCl,-7.89157
CC(C)CCl,COC(C)(C)C,-7.57481
COC(C)(C)C,CC(C)CCl,-7.91506
CC(C)CCl,COC(C)(C)C,-7.64188
CC(C)CCl,COC(C)(C)C,-7.63416
COC(C)(C)C,CC(C)CCl,-7.91513
COC(C)(C)C,CC(C)CCl,-7.9149
CC(C)CCl,COC(C)(C)C,-7.6439
COC(C)(C)C,CC(C)CCl,-7.91453
CC(C)CCl,COC(C)(C)C,-7.64618
COC(C)(C)C,CC(C)CCl,-7.91441
CC(C)CCl,COC(C)(C)C,-7.64663
COC(C)(C)C,CC(C)CCl,-7.91498
CC(C)CCl,COC(C)(C)C,-7.64562
COC(C)(C)C,CC(C)CCl,-7.91666
CC(C)CCl,COC(C)(C)C,-7.64364
COC(C)(C)C,CC(C)CCl,-7.91949
CC(C)CCl,COC(C)(C)C,-7.64135
COC(C)(C)C,CC(C)CCl,-7.92462
CC(C)CCl,COC(C)(C)C,-7.63861
COC(C)(C)C,CC(C)CCl,-7.93136
CC(C)CCl,COC(C)(C)C,-7.63641
COC(C)(C)C,CC(C)CCl,-7.94101
CC(C)CCl,COC(C)(C)C,-7.63475
COC(C)(C)C,CC(C)CCl,-7.94662
CC(C)CCl,COC(C)(C)C,-7.63431
COC(C)(C)C,CC(C)CCl,-7.9721
CC(C)CCl,COC(C)(C)C,-7.69575
CC(C)CCl,COC(C)(C)C,-7.69125
COC(C)(C)C,CC(C)CCl,-7.97217
COC(C)(C)C,CC(C)CCl,-7.97193
CC(C)CCl,COC(C)(C)C,-7.69789
COC(C)(C)C,CC(C)CCl,-7.97148
CC(C)CCl,COC(C)(C)C,-7.70056
COC(C)(C)C,CC(C)CCl,-7.97118
CC(C)CCl,COC(C)(C)C,-7.70153
COC(C)(C)C,CC(C)CCl,-7.97146
CC(C)CCl,COC(C)(C)C,-7.70106
COC(C)(C)C,CC(C)CCl,-7.97271
CC(C)CCl,COC(C)(C)C,-7.6996
COC(C)(C)C,CC(C)CCl,-7.97504
CC(C)CCl,COC(C)(C)C,-7.69772
COC(C)(C)C,CC(C)CCl,-7.97952
CC(C)CCl,COC(C)(C)C,-7.69534
COC(C)(C)C,CC(C)CCl,-7.98561
CC(C)CCl,COC(C)(C)C,-7.69335
COC(C)(C)C,CC(C)CCl,-7.99461
CC(C)CCl,COC(C)(C)C,-7.6918
COC(C)(C)C,CC(C)CCl,-7.99994
CC(C)CCl,COC(C)(C)C,-7.69139
COC(C)(C)C,CC(C)CCl,-8.02743
CC(C)CCl,COC(C)(C)C,-7.74764
CC(C)CCl,COC(C)(C)C,-7.74626
COC(C)(C)C,CC(C)CCl,-8.0275
COC(C)(C)C,CC(C)CCl,-8.02725
CC(C)CCl,COC(C)(C)C,-7.74991
COC(C)(C)C,CC(C)CCl,-8.02674
CC(C)CCl,COC(C)(C)C,-7.75295
COC(C)(C)C,CC(C)CCl,-8.02626
CC(C)CCl,COC(C)(C)C,-7.75444
COC(C)(C)C,CC(C)CCl,-8.02626
CC(C)CCl,COC(C)(C)C,-7.75449
COC(C)(C)C,CC(C)CCl,-8.02709
CC(C)CCl,COC(C)(C)C,-7.75353
COC(C)(C)C,CC(C)CCl,-8.02894
CC(C)CCl,COC(C)(C)C,-7.75204
COC(C)(C)C,CC(C)CCl,-8.03277
CC(C)CCl,COC(C)(C)C,-7.75001
COC(C)(C)C,CC(C)CCl,-8.03825
CC(C)CCl,COC(C)(C)C,-7.74822
COC(C)(C)C,CC(C)CCl,-8.04661
CC(C)CCl,COC(C)(C)C,-7.74679
COC(C)(C)C,CC(C)CCl,-8.05167
CC(C)CCl,COC(C)(C)C,-7.74639
COC(C)(C)C,CC(C)CCl,-8.08119
CC(C)CCl,COC(C)(C)C,-7.79786
CC(C)CCl,COC(C)(C)C,-7.79949
COC(C)(C)C,CC(C)CCl,-8.08126
COC(C)(C)C,CC(C)CCl,-8.081
CC(C)CCl,COC(C)(C)C,-7.80025
COC(C)(C)C,CC(C)CCl,-8.08042
CC(C)CCl,COC(C)(C)C,-7.80365
COC(C)(C)C,CC(C)CCl,-8.07978
CC(C)CCl,COC(C)(C)C,-7.80563
COC(C)(C)C,CC(C)CCl,-8.07949
CC(C)CCl,COC(C)(C)C,-7.8062
COC(C)(C)C,CC(C)CCl,-8.07992
CC(C)CCl,COC(C)(C)C,-7.80571
COC(C)(C)C,CC(C)CCl,-8.08131
CC(C)CCl,COC(C)(C)C,-7.8046
COC(C)(C)C,CC(C)CCl,-8.08453
CC(C)CCl,COC(C)(C)C,-7.80291
COC(C)(C)C,CC(C)CCl,-8.08941
CC(C)CCl,COC(C)(C)C,-7.80132
COC(C)(C)C,CC(C)CCl,-8.09716
CC(C)CCl,COC(C)(C)C,-7.79999
COC(C)(C)C,CC(C)CCl,-8.10196
CC(C)CCl,COC(C)(C)C,-7.79962
COC(C)(C)C,CC(C)CCl,-8.1335
CC(C)CCl,COC(C)(C)C,-7.84666
CC(C)CCl,COC(C)(C)C,-7.8512
COC(C)(C)C,CC(C)CCl,-8.13357
COC(C)(C)C,CC(C)CCl,-8.1333
CC(C)CCl,COC(C)(C)C,-7.84916
COC(C)(C)C,CC(C)CCl,-8.13266
CC(C)CCl,COC(C)(C)C,-7.85291
COC(C)(C)C,CC(C)CCl,-8.13186
CC(C)CCl,COC(C)(C)C,-7.85537
COC(C)(C)C,CC(C)CCl,-8.1313
CC(C)CCl,COC(C)(C)C,-7.85643
COC(C)(C)C,CC(C)CCl,-8.13134
CC(C)CCl,COC(C)(C)C,-7.85641
COC(C)(C)C,CC(C)CCl,-8.13228
CC(C)CCl,COC(C)(C)C,-7.85567
COC(C)(C)C,CC(C)CCl,-8.1349
CC(C)CCl,COC(C)(C)C,-7.85429
COC(C)(C)C,CC(C)CCl,-8.1392
CC(C)CCl,COC(C)(C)C,-7.8529
COC(C)(C)C,CC(C)CCl,-8.14636
CC(C)CCl,COC(C)(C)C,-7.85167
COC(C)(C)C,CC(C)CCl,-8.1509
CC(C)CCl,COC(C)(C)C,-7.85132
COC(C)(C)C,CC(C)CCl,-8.18448
CC(C)CCl,COC(C)(C)C,-7.89425
CC(C)CCl,COC(C)(C)C,-7.9016
COC(C)(C)C,CC(C)CCl,-8.18455
COC(C)(C)C,CC(C)CCl,-8.18427
CC(C)CCl,COC(C)(C)C,-7.89686
COC(C)(C)C,CC(C)CCl,-8.18356
CC(C)CCl,COC(C)(C)C,-7.90095
COC(C)(C)C,CC(C)CCl,-8.18261
CC(C)CCl,COC(C)(C)C,-7.90387
COC(C)(C)C,CC(C)CCl,-8.18179
CC(C)CCl,COC(C)(C)C,-7.9054
COC(C)(C)C,CC(C)CCl,-8.18146
CC(C)CCl,COC(C)(C)C,-7.90584
COC(C)(C)C,CC(C)CCl,-8.18195
CC(C)CCl,COC(C)(C)C,-7.90545
COC(C)(C)C,CC(C)CCl,-8.18399
CC(C)CCl,COC(C)(C)C,-7.90439
COC(C)(C)C,CC(C)CCl,-8.18774
CC(C)CCl,COC(C)(C)C,-7.90318
COC(C)(C)C,CC(C)CCl,-8.19432
CC(C)CCl,COC(C)(C)C,-7.90205
COC(C)(C)C,CC(C)CCl,-8.19862
CC(C)CCl,COC(C)(C)C,-7.90172
COC(C)(C)C,CCO,-8.96031
CCO,COC(C)(C)C,-6.73234
CCO,COC(C)(C)C,-6.73229
COC(C)(C)C,CCO,-7.97217
COC(C)(C)C,CCO,-8.94795
CCO,COC(C)(C)C,-6.73253
COC(C)(C)C,CCO,-8.9341
CCO,COC(C)(C)C,-6.73289
COC(C)(C)C,CCO,-8.91941
CCO,COC(C)(C)C,-6.73342
COC(C)(C)C,CCO,-8.90386
CCO,COC(C)(C)C,-6.73416
COC(C)(C)C,CCO,-8.89062
CCO,COC(C)(C)C,-6.73492
COC(C)(C)C,CCO,-8.87056
CCO,COC(C)(C)C,-6.7363
COC(C)(C)C,CCO,-8.85245
CCO,COC(C)(C)C,-6.73777
COC(C)(C)C,CCO,-8.84139
CCO,COC(C)(C)C,-6.73877
COC(C)(C)C,CCO,-8.81324
CCO,COC(C)(C)C,-6.74167
COC(C)(C)C,CCO,-8.70541
CCO,COC(C)(C)C,-6.75751
COC(C)(C)C,CCO,-8.60752
CCO,COC(C)(C)C,-6.77864
COC(C)(C)C,CCO,-8.5121
CCO,COC(C)(C)C,-6.80617
COC(C)(C)C,CCO,-8.41543
CCO,COC(C)(C)C,-6.84232
COC(C)(C)C,CCO,-8.32752
CCO,COC(C)(C)C,-6.88424
COC(C)(C)C,CCO,-8.25491
CCO,COC(C)(C)C,-6.9274
COC(C)(C)C,CCO,-8.18645
CCO,COC(C)(C)C,-6.97796
COC(C)(C)C,CCO,-8.13946
CCO,COC(C)(C)C,-7.02073
COC(C)(C)C,CCO,-8.10048
CCO,COC(C)(C)C,-7.06381
COC(C)(C)C,CCO,-8.07073
CCO,COC(C)(C)C,-7.10399
COC(C)(C)C,CCO,-8.04826
CCO,COC(C)(C)C,-7.14121
COC(C)(C)C,CCO,-8.03004
CCO,COC(C)(C)C,-7.1788
COC(C)(C)C,CCO,-8.01591
CCO,COC(C)(C)C,-7.2159
COC(C)(C)C,CCO,-8.00362
CCO,COC(C)(C)C,-7.25815
COC(C)(C)C,CCO,-7.9927
CCO,COC(C)(C)C,-7.30976
COC(C)(C)C,CCO,-7.98277
CCO,COC(C)(C)C,-7.38014
COC(C)(C)C,CCO,-9.00313
CCO,COC(C)(C)C,-7.01174
CCO,COC(C)(C)C,-7.01089
COC(C)(C)C,CCO,-8.13357
COC(C)(C)C,CCO,-8.9847
CCO,COC(C)(C)C,-7.01242
COC(C)(C)C,CCO,-8.96664
CCO,COC(C)(C)C,-7.01327
COC(C)(C)C,CCO,-8.95214
CCO,COC(C)(C)C,-7.0141
COC(C)(C)C,CCO,-8.93139
CCO,COC(C)(C)C,-7.01553
COC(C)(C)C,CCO,-8.91365
CCO,COC(C)(C)C,-7.01696
COC(C)(C)C,CCO,-8.9032
CCO,COC(C)(C)C,-7.01791
COC(C)(C)C,CCO,-8.87764
CCO,COC(C)(C)C,-7.02055
COC(C)(C)C,CCO,-8.78859
CCO,COC(C)(C)C,-7.03356
COC(C)(C)C,CCO,-8.71369
CCO,COC(C)(C)C,-7.04971
COC(C)(C)C,CCO,-8.64197
CCO,COC(C)(C)C,-7.07041
COC(C)(C)C,CCO,-8.56785
CCO,COC(C)(C)C,-7.09815
COC(C)(C)C,CCO,-8.49681
CCO,COC(C)(C)C,-7.13207
COC(C)(C)C,CCO,-8.43349
CCO,COC(C)(C)C,-7.16976
COC(C)(C)C,CCO,-8.36758
CCO,COC(C)(C)C,-7.21855
COC(C)(C)C,CCO,-8.31699
CCO,COC(C)(C)C,-7.26466
COC(C)(C)C,CCO,-8.27018
CCO,COC(C)(C)C,-7.3165
COC(C)(C)C,CCO,-8.23054
CCO,COC(C)(C)C,-7.37011
COC(C)(C)C,CCO,-8.19829
CCO,COC(C)(C)C,-7.42359
COC(C)(C)C,CCO,-8.17176
CCO,COC(C)(C)C,-7.47827
COC(C)(C)C,CCO,-8.15313
CCO,COC(C)(C)C,-7.52703
COC(C)(C)C,CCO,-8.13428
CCO,COC(C)(C)C,-7.59916
COC(C)(C)C,CCO,-8.1322
CCO,COC(C)(C)C,-7.61292
COC(C)(C)C,CCO,-8.13218
CCO,COC(C)(C)C,-7.61314
COC(C)(C)C,CCO,-8.13221
CCO,COC(C)(C)C,-7.61281
COC(C)(C)C,CCO,-8.13237
CCO,COC(C)(C)C,-7.61089
COC(C)(C)C,CCO,-8.13255
CCO,COC(C)(C)C,-7.6083
COC(C)(C)C,CCO,-8.13277
CCO,COC(C)(C)C,-7.60449
COC(C)(C)C,CCO,-8.13299
CCO,COC(C)(C)C,-7.59987
COC(C)(C)C,CCO,-8.13317
CCO,COC(C)(C)C,-7.595
COC(C)(C)C,CCO,-8.1334
CCO,COC(C)(C)C,-7.58631
COC(C)(C)C,CCO,-8.13349
CCO,COC(C)(C)C,-7.58081
COC(C)(C)C,CCO,-7.98132
CCO,COC(C)(C)C,-7.394
COC(C)(C)C,CCO,-7.98011
CCO,COC(C)(C)C,-7.40668
COC(C)(C)C,CCO,-7.97805
CCO,COC(C)(C)C,-7.43141
COC(C)(C)C,CCO,-7.97667
CCO,COC(C)(C)C,-7.4513
COC(C)(C)C,CCO,-7.97538
CCO,COC(C)(C)C,-7.47344
COC(C)(C)C,CCO,-7.97434
CCO,COC(C)(C)C,-7.4955
COC(C)(C)C,CCO,-7.97358
CCO,COC(C)(C)C,-7.51576
COC(C)(C)C,CCO,-7.97273
CCO,COC(C)(C)C,-7.54765
COC(C)(C)C,CCO,-7.97243
CCO,COC(C)(C)C,-7.56602
COC(C)(C)C,CCO,-8.98782
CCO,COC(C)(C)C,-6.82727
CCO,COC(C)(C)C,-6.8272
COC(C)(C)C,CCO,-8.0275
COC(C)(C)C,CCO,-8.97323
CCO,COC(C)(C)C,-6.82749
COC(C)(C)C,CCO,-8.95761
CCO,COC(C)(C)C,-6.82789
COC(C)(C)C,CCO,-8.94163
CCO,COC(C)(C)C,-6.82847
COC(C)(C)C,CCO,-8.92522
CCO,COC(C)(C)C,-6.82925
COC(C)(C)C,CCO,-8.91154
CCO,COC(C)(C)C,-6.83003
COC(C)(C)C,CCO,-8.89124
CCO,COC(C)(C)C,-6.83142
COC(C)(C)C,CCO,-8.87326
CCO,COC(C)(C)C,-6.83288
COC(C)(C)C,CCO,-8.86241
CCO,COC(C)(C)C,-6.83387
COC(C)(C)C,CCO,-8.83515
CCO,COC(C)(C)C,-6.83668
COC(C)(C)C,CCO,-8.73379
CCO,COC(C)(C)C,-6.85154
COC(C)(C)C,CCO,-8.64383
CCO,COC(C)(C)C,-6.87096
COC(C)(C)C,CCO,-8.55657
CCO,COC(C)(C)C,-6.89613
COC(C)(C)C,CCO,-8.46766
CCO,COC(C)(C)C,-6.92939
COC(C)(C)C,CCO,-8.38557
CCO,COC(C)(C)C,-6.96855
COC(C)(C)C,CCO,-8.31616
CCO,COC(C)(C)C,-7.00983
COC(C)(C)C,CCO,-8.24858
CCO,COC(C)(C)C,-7.05978
COC(C)(C)C,CCO,-8.20035
CCO,COC(C)(C)C,-7.1037
COC(C)(C)C,CCO,-8.15867
CCO,COC(C)(C)C,-7.1498
COC(C)(C)C,CCO,-8.12551
CCO,COC(C)(C)C,-7.1946
COC(C)(C)C,CCO,-8.09967
CCO,COC(C)(C)C,-7.23742
COC(C)(C)C,CCO,-8.07859
CCO,COC(C)(C)C,-7.2809
COC(C)(C)C,CCO,-8.06291
CCO,COC(C)(C)C,-7.32202
COC(C)(C)C,CCO,-8.0506
CCO,COC(C)(C)C,-7.36421
COC(C)(C)C,CCO,-8.0412
CCO,COC(C)(C)C,-7.40839
COC(C)(C)C,CCO,-8.03398
CCO,COC(C)(C)C,-7.45927
COC(C)(C)C,CCO,-8.03302
CCO,COC(C)(C)C,-7.46843
COC(C)(C)C,CCO,-8.03223
CCO,COC(C)(C)C,-7.47662
COC(C)(C)C,CCO,-8.03094
CCO,COC(C)(C)C,-7.49217
COC(C)(C)C,CCO,-8.0301
CCO,COC(C)(C)C,-7.50432
COC(C)(C)C,CCO,-8.02933
CCO,COC(C)(C)C,-7.51752
COC(C)(C)C,CCO,-8.02872
CCO,COC(C)(C)C,-7.53039
COC(C)(C)C,CCO,-8.02829
CCO,COC(C)(C)C,-7.54199
COC(C)(C)C,CCO,-8.02781
CCO,COC(C)(C)C,-7.5599
COC(C)(C)C,CCO,-8.02764
CCO,COC(C)(C)C,-7.57005
COC(C)(C)C,CCO,-9.01468
CCO,COC(C)(C)C,-6.92011
CCO,COC(C)(C)C,-6.92003
COC(C)(C)C,CCO,-8.08126
COC(C)(C)C,CCO,-8.99793
CCO,COC(C)(C)C,-6.92036
COC(C)(C)C,CCO,-8.9806
CCO,COC(C)(C)C,-6.92081
COC(C)(C)C,CCO,-8.96337
CCO,COC(C)(C)C,-6.92143
COC(C)(C)C,CCO,-8.94612
CCO,COC(C)(C)C,-6.92225
COC(C)(C)C,CCO,-8.93202
CCO,COC(C)(C)C,-6.92306
COC(C)(C)C,CCO,-8.91149
CCO,COC(C)(C)C,-6.92447
COC(C)(C)C,CCO,-8.89364
CCO,COC(C)(C)C,-6.92592
COC(C)(C)C,CCO,-8.88299
CCO,COC(C)(C)C,-6.92688
COC(C)(C)C,CCO,-8.8566
CCO,COC(C)(C)C,-6.9296
COC(C)(C)C,CCO,-8.76149
CCO,COC(C)(C)C,-6.94353
COC(C)(C)C,CCO,-8.67918
CCO,COC(C)(C)C,-6.96128
COC(C)(C)C,CCO,-8.59982
CCO,COC(C)(C)C,-6.98418
COC(C)(C)C,CCO,-8.51843
CCO,COC(C)(C)C,-7.01464
COC(C)(C)C,CCO,-8.44196
CCO,COC(C)(C)C,-7.05113
COC(C)(C)C,CCO,-8.37564
CCO,COC(C)(C)C,-7.09059
COC(C)(C)C,CCO,-8.30891
CCO,COC(C)(C)C,-7.13995
COC(C)(C)C,CCO,-8.25948
