MOL_1,MOL_2,logV
CCCCCCCC,CCc1ccccc1,-7.57845
CCc1ccccc1,CCCCCCCC,-7.54777
CCCCCCCC,CCc1ccccc1,-7.58358
CCc1ccccc1,CCCCCCCC,-7.51848
CCCCCCCC,CCc1ccccc1,-7.59314
CCc1ccccc1,CCCCCCCC,-7.4858
CCCCCCCC,CCc1ccccc1,-7.61041
CCc1ccccc1,CCCCCCCC,-7.43336
CCCCCCCC,CCc1ccccc1,-7.66217
CCc1ccccc1,CCCCCCCC,-7.40849
CCCCCCCC,CCc1ccccc1,-7.70765
CCc1ccccc1,CCCCCCCC,-7.39096
CCCCCCCC,CCc1ccccc1,-7.76026
CCc1ccccc1,CCCCCCCC,-7.37819
CCCCCCCC,CCc1ccccc1,-7.83163
CCc1ccccc1,CCCCCCCC,-7.69844
CCCCCCCC,CCc1ccccc1,-7.68944
CCCCCCCC,CCc1ccccc1,-7.68901
CCc1ccccc1,CCCCCCCC,-7.48743
CCc1ccccc1,CCCCCCCC,-7.68398
CCCCCCCC,CCc1ccccc1,-7.6906
CCc1ccccc1,CCCCCCCC,-7.65511
CCCCCCCC,CCc1ccccc1,-7.6954
CCc1ccccc1,CCCCCCCC,-7.62047
CCCCCCCC,CCc1ccccc1,-7.70649
CCc1ccccc1,CCCCCCCC,-7.59089
CCCCCCCC,CCc1ccccc1,-7.7223
CCc1ccccc1,CCCCCCCC,-7.75119
CCCCCCCC,CCc1ccccc1,-7.74311
CCCCCCCC,CCc1ccccc1,-7.74269
CCc1ccccc1,CCCCCCCC,-7.54159
CCc1ccccc1,CCCCCCCC,-7.73409
CCCCCCCC,CCc1ccccc1,-7.74446
CCc1ccccc1,CCCCCCCC,-7.70067
CCCCCCCC,CCc1ccccc1,-7.75026
CCc1ccccc1,CCCCCCCC,-7.67007
CCCCCCCC,CCc1ccccc1,-7.76026
CCc1ccccc1,CCCCCCCC,-7.64086
CCCCCCCC,CCc1ccccc1,-7.77576
CCc1ccccc1,CCCCCCCC,-7.56646
CCCCCCCC,CCc1ccccc1,-7.74187
CCc1ccccc1,CCCCCCCC,-7.5422
CCCCCCCC,CCc1ccccc1,-7.77055
CCc1ccccc1,CCCCCCCC,-7.5198
CCCCCCCC,CCc1ccccc1,-7.8118
CCc1ccccc1,CCCCCCCC,-7.50384
CCCCCCCC,CCc1ccccc1,-7.8599
CCc1ccccc1,CCCCCCCC,-7.49207
CCCCCCCC,CCc1ccccc1,-7.92648
CCc1ccccc1,CCCCCCCC,-7.61708
CCCCCCCC,CCc1ccccc1,-7.79476
CCc1ccccc1,CCCCCCCC,-7.59294
CCCCCCCC,CCc1ccccc1,-7.82358
CCc1ccccc1,CCCCCCCC,-7.5736
CCCCCCCC,CCc1ccccc1,-7.85903
CCc1ccccc1,CCCCCCCC,-7.55744
CCCCCCCC,CCc1ccccc1,-7.90683
CCc1ccccc1,CCCCCCCC,-7.5462
CCCCCCCC,CCc1ccccc1,-7.96955
CCc1ccccc1,CCCCCCCC,-7.492
CCCCCCCC,CCc1ccccc1,-7.92711
CCCCCCCC,CCc1ccccc1,-7.68901
CCc1ccccc1,CCCCCCCC,-7.48743
CCc1ccccc1,CCCCCCCC,-7.50226
CCCCCCCC,CCc1ccccc1,-7.86636
CCc1ccccc1,CCCCCCCC,-7.52016
CCCCCCCC,CCc1ccccc1,-7.81095
CCc1ccccc1,CCCCCCCC,-7.53927
CCCCCCCC,CCc1ccccc1,-7.77492
CCc1ccccc1,CCCCCCCC,-7.56172
CCCCCCCC,CCc1ccccc1,-7.7466
CCc1ccccc1,CCCCCCCC,-7.58942
CCCCCCCC,CCc1ccccc1,-7.72329
CCc1ccccc1,CCCCCCCC,-7.62098
CCCCCCCC,CCc1ccccc1,-7.70628
CCc1ccccc1,CCCCCCCC,-7.64589
CCCCCCCC,CCc1ccccc1,-7.69772
CCc1ccccc1,CCCCCCCC,-7.68578
CCCCCCCC,CCc1ccccc1,-7.69041
CCc1ccccc1,CCCCCCCC,-7.54595
CCCCCCCC,CCc1ccccc1,-7.97174
CCCCCCCC,CCc1ccccc1,-7.74269
CCc1ccccc1,CCCCCCCC,-7.54159
CCc1ccccc1,CCCCCCCC,-7.55576
CCCCCCCC,CCc1ccccc1,-7.91368
CCc1ccccc1,CCCCCCCC,-7.57286
CCCCCCCC,CCc1ccccc1,-7.86075
CCc1ccccc1,CCCCCCCC,-7.59111
CCCCCCCC,CCc1ccccc1,-7.82635
CCc1ccccc1,CCCCCCCC,-7.61256
CCCCCCCC,CCc1ccccc1,-7.79927
CCc1ccccc1,CCCCCCCC,-7.63919
CCCCCCCC,CCc1ccccc1,-7.77687
CCc1ccccc1,CCCCCCCC,-7.66995
CCCCCCCC,CCc1ccccc1,-7.76031
CCc1ccccc1,CCCCCCCC,-7.69477
CCCCCCCC,CCc1ccccc1,-7.75179
CCc1ccccc1,CCCCCCCC,-7.7362
CCCCCCCC,CCc1ccccc1,-7.74424
CCc1ccccc1,CCN(CC)CC,-7.43131
CCN(CC)CC,CCc1ccccc1,-8.24577
CCN(CC)CC,CCc1ccccc1,-7.99131
CCc1ccccc1,CCN(CC)CC,-7.43128
CCc1ccccc1,CCN(CC)CC,-7.43139
CCN(CC)CC,CCc1ccccc1,-8.24076
CCc1ccccc1,CCN(CC)CC,-7.43152
CCN(CC)CC,CCc1ccccc1,-8.23586
CCc1ccccc1,CCN(CC)CC,-7.43179
CCN(CC)CC,CCc1ccccc1,-8.22893
CCc1ccccc1,CCN(CC)CC,-7.43194
CCN(CC)CC,CCc1ccccc1,-8.22581
CCc1ccccc1,CCN(CC)CC,-7.43232
CCN(CC)CC,CCc1ccccc1,-8.21948
CCc1ccccc1,CCN(CC)CC,-7.43259
CCN(CC)CC,CCc1ccccc1,-8.21573
CCc1ccccc1,CCN(CC)CC,-7.43292
CCN(CC)CC,CCc1ccccc1,-8.21168
CCc1ccccc1,CCN(CC)CC,-7.43358
CCN(CC)CC,CCc1ccccc1,-8.20471
CCc1ccccc1,CCN(CC)CC,-7.4339
CCN(CC)CC,CCc1ccccc1,-8.20181
CCc1ccccc1,CCCCCCC,-7.49126
CCCCCCC,CCc1ccccc1,-8.17093
CCCCCCC,CCc1ccccc1,-7.95054
CCc1ccccc1,CCCCCCC,-7.48743
CCc1ccccc1,CCCCCCC,-7.50083
CCCCCCC,CCc1ccccc1,-8.11794
CCc1ccccc1,CCCCCCC,-7.51331
CCCCCCC,CCc1ccccc1,-8.08022
CCc1ccccc1,CCCCCCC,-7.52879
CCCCCCC,CCc1ccccc1,-8.04941
CCc1ccccc1,CCCCCCC,-7.55671
CCCCCCC,CCc1ccccc1,-8.01269
CCc1ccccc1,CCCCCCC,-7.62313
CCCCCCC,CCc1ccccc1,-7.96592
CCc1ccccc1,CCCCCCC,-7.65967
CCCCCCC,CCc1ccccc1,-7.95331
CCc1ccccc1,CCCCCCC,-7.54437
CCCCCCC,CCc1ccccc1,-8.21814
CCCCCCC,CCc1ccccc1,-8.00106
CCc1ccccc1,CCCCCCC,-7.54159
CCc1ccccc1,CCCCCCC,-7.55358
CCCCCCC,CCc1ccccc1,-8.16788
CCc1ccccc1,CCCCCCC,-7.56714
CCCCCCC,CCc1ccccc1,-8.12699
CCc1ccccc1,CCCCCCC,-7.58392
CCCCCCC,CCc1ccccc1,-8.09353
CCc1ccccc1,CCCCCCC,-7.61171
CCCCCCC,CCc1ccccc1,-8.05681
CCc1ccccc1,CCCCCCC,-7.64041
CCCCCCC,CCc1ccccc1,-8.03229
CCc1ccccc1,CCCCCCC,-7.66738
CCCCCCC,CCc1ccccc1,-8.01712
CCc1ccccc1,CCCCCCC,-7.69821
CCCCCCC,CCc1ccccc1,-8.00659
CCc1ccccc1,CCCCCCC,-7.72171
CCCCCCC,CCc1ccccc1,-8.00246
CCc1ccccc1,CCCCCCC,-7.55295
CCCCCCC,CCc1ccccc1,-8.17036
CCCCCCC,CCc1ccccc1,-8.00106
CCc1ccccc1,CCCCCCC,-7.54159
CCc1ccccc1,CCCCCCC,-7.58903
CCCCCCC,CCc1ccccc1,-8.08543
CCc1ccccc1,CCCCCCC,-7.64308
CCCCCCC,CCc1ccccc1,-8.03049
CCc1ccccc1,CCCCCCC,-7.69702
CCCCCCC,CCc1ccccc1,-8.00689
CCc1ccccc1,CCCCCCC,-7.4921
CCCCCCC,CCc1ccccc1,-8.16407
CCCCCCC,CCc1ccccc1,-7.95054
CCc1ccccc1,CCCCCCC,-7.48743
CCc1ccccc1,CCCCCCC,-7.54509
CCCCCCC,CCc1ccccc1,-8.21231
CCCCCCC,CCc1ccccc1,-8.00106
CCc1ccccc1,CCCCCCC,-7.54159
CCc1ccccc1,CCCCCCC,-7.50291
CCCCCCC,CCc1ccccc1,-8.11025
CCc1ccccc1,CCCCCCC,-7.55579
CCCCCCC,CCc1ccccc1,-8.15974
CCc1ccccc1,CCCCCCC,-7.51441
CCCCCCC,CCc1ccccc1,-8.07762
CCc1ccccc1,CCCCCCC,-7.56835
CCCCCCC,CCc1ccccc1,-8.12412
CCc1ccccc1,CCCCCCC,-7.53147
CCCCCCC,CCc1ccccc1,-8.04506
CCc1ccccc1,CCCCCCC,-7.58675
CCCCCCC,CCc1ccccc1,-8.08896
CCc1ccccc1,CCCCCCC,-7.5546
CCCCCCC,CCc1ccccc1,-8.01493
CCc1ccccc1,CCCCCCC,-7.60974
CCCCCCC,CCc1ccccc1,-8.05892
CCc1ccccc1,CCCCCCC,-7.58835
CCCCCCC,CCc1ccccc1,-7.98558
CCc1ccccc1,CCCCCCC,-7.63949
CCCCCCC,CCc1ccccc1,-8.03293
CCc1ccccc1,CCCCCCC,-7.62299
CCCCCCC,CCc1ccccc1,-7.96598
CCc1ccccc1,CCCCCCC,-7.66727
CCCCCCC,CCc1ccccc1,-8.01717
CCc1ccccc1,CCCCCCC,-7.65812
CCCCCCC,CCc1ccccc1,-7.95369
CCc1ccccc1,CCCCCCC,-7.69671
CCCCCCC,CCc1ccccc1,-8.00696
CCc1ccccc1,CCCCCCC,-7.6735
CCCCCCC,CCc1ccccc1,-7.95058
CCc1ccccc1,CCCCCCC,-7.71552
CCCCCCC,CCc1ccccc1,-8.00326
CCc1ccccc1,CCC1CCCCC1,-7.40059
CCC1CCCCC1,CCc1ccccc1,-7.11716
CCC1CCCCC1,CCc1ccccc1,-7.07622
CCc1ccccc1,CCC1CCCCC1,-7.31199
CCc1ccccc1,CCC1CCCCC1,-7.52258
CCC1CCCCC1,CCc1ccccc1,-7.24894
CCC1CCCCC1,CCc1ccccc1,-7.20938
CCc1ccccc1,CCC1CCCCC1,-7.43128
CCc1ccccc1,CCC1CCCCC1,-7.63542
CCC1CCCCC1,CCc1ccccc1,-7.37003
CCC1CCCCC1,CCc1ccccc1,-7.33175
CCc1ccccc1,CCC1CCCCC1,-7.54159
CCc1ccccc1,CCC1CCCCC1,-7.3855
CCC1CCCCC1,CCc1ccccc1,-7.45844
CCC1CCCCC1,CCc1ccccc1,-7.14424
CCc1ccccc1,CCC1CCCCC1,-7.3729
CCc1ccccc1,CCC1CCCCC1,-7.42413
CCC1CCCCC1,CCc1ccccc1,-7.26274
CCc1ccccc1,CCC1CCCCC1,-7.4544
CCC1CCCCC1,CCc1ccccc1,-7.19523
CCc1ccccc1,CCC1CCCCC1,-7.46478
CCC1CCCCC1,CCc1ccccc1,-7.18273
CCc1ccccc1,CCC1CCCCC1,-7.477
CCC1CCCCC1,CCc1ccccc1,-7.17597
CCc1ccccc1,CCC1CCCCC1,-7.54579
CCC1CCCCC1,CCc1ccccc1,-7.15789
CCc1ccccc1,CCCCCc1ccccc1,-7.37038
CCCCCc1ccccc1,CCc1ccccc1,-6.673
CCCCCc1ccccc1,CCc1ccccc1,-6.70752
CCc1ccccc1,CCCCCc1ccccc1,-7.3729
CCc1ccccc1,CCCCCc1ccccc1,-7.36459
CCCCCc1ccccc1,CCc1ccccc1,-6.69333
CCc1ccccc1,CCCCCc1ccccc1,-7.35787
CCCCCc1ccccc1,CCc1ccccc1,-6.70468
CCc1ccccc1,CCCCCc1ccccc1,-7.35372
CCCCCc1ccccc1,CCc1ccccc1,-6.70865
CCc1ccccc1,CCCCCc1ccccc1,-7.35294
CCCCCc1ccccc1,CCc1ccccc1,-6.70924
CCc1ccccc1,CCCCCc1ccccc1,-7.35931
CCCCCc1ccccc1,CCc1ccccc1,-6.708
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.0632
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.65148
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.66418
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.31199
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.1016
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.6387
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.1373
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.6193
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.17352
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.58933
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.21176
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.54219
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.2492
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.47207
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.28146
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.37446
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.30382
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.24671
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.12435
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.89413
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.89783
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.43128
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.17177
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.88588
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.20807
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.87378
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.24246
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.85508
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.27847
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.82526
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.3179
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.77657
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.35815
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.70108
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.39447
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.59097
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.421
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.43873
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.3167
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.29722
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.29926
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.64478
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.35832
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.28973
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.40602
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.27365
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.45813
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.24528
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.50946
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.20296
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.55734
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.14423
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.59704
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.07035
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.6252
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.986
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.64059
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.89966
CCc1ccccc1,CCCCCCCCCCCCCCCC,-6.98068
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.66292
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.66418
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.31199
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.01416
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.6601
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.06247
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.65166
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.10231
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.63839
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.13783
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.61894
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.17071
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.59211
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.20991
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.54494
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.24834
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.47406
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.28121
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.37547
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.30385
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.24642
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.04954
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.78193
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.78394
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.3729
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.07827
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.77905
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.12191
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.77085
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.15871
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.75815
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.19084
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.74022
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.22518
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.71141
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.26625
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.65934
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.30062
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.59392
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.3378
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.48092
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.363
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.33432
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.2584
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.98228
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.00605
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.48743
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.2965
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.9615
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.19834
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.10808
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.10886
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.54159
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.22342
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.10608
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.2671
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.09849
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.30934
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.08426
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.34664
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.0642
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.33476
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.9298
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.37519
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.88036
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.41711
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.80249
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.45267
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.6954
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.39205
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.02736
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.43622
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.97335
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.47758
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.8964
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.5122
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.79138
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.53355
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.66933
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.14593
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.00513
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.17037
CCCCCCCCCCCCCCCC,CCc1ccccc1,-6.00328
CCc1ccccc1,CCCCCCCCCCCCCCCC,-7.21733
CCCCCCCCCCCCCCCC,CCc1ccccc1,-5.99566
CCc1ccccc1,CCCCCCCCCCCCCC,-7.15999
CCCCCCCCCCCCCC,CCc1ccccc1,-6.0692
CCCCCCCCCCCCCC,CCc1ccccc1,-6.06992
CCc1ccccc1,CCCCCCCCCCCCCC,-7.31199
CCc1ccccc1,CCCCCCCCCCCCCC,-7.1845
CCCCCCCCCCCCCC,CCc1ccccc1,-6.06701
CCc1ccccc1,CCCCCCCCCCCCCC,-7.20967
CCCCCCCCCCCCCC,CCc1ccccc1,-6.0622
CCc1ccccc1,CCCCCCCCCCCCCC,-7.22654
CCCCCCCCCCCCCC,CCc1ccccc1,-6.05653
CCc1ccccc1,CCCCCCCCCCCCCC,-7.24845
CCCCCCCCCCCCCC,CCc1ccccc1,-6.04458
CCc1ccccc1,CCCCCCCCCCCCCC,-7.26508
CCCCCCCCCCCCCC,CCc1ccccc1,-6.03076
CCc1ccccc1,CCCCCCCCCCCCCC,-7.28362
CCCCCCCCCCCCCC,CCc1ccccc1,-6.00828
CCc1ccccc1,CCCCCCCCCCCCCC,-7.29876
CCCCCCCCCCCCCC,CCc1ccccc1,-5.98046
CCc1ccccc1,CCCCCCCCCCCCCC,-7.30853
CCCCCCCCCCCCCC,CCc1ccccc1,-5.95175
CCc1ccccc1,CCCCCCCCCCCCCC,-7.3121
CCCCCCCCCCCCCC,CCc1ccccc1,-5.93294
CCc1ccccc1,CCCCCCCCCCCCCC,-7.22236
CCCCCCCCCCCCCC,CCc1ccccc1,-6.17393
CCCCCCCCCCCCCC,CCc1ccccc1,-6.17491
CCc1ccccc1,CCCCCCCCCCCCCC,-7.3729
CCc1ccccc1,CCCCCCCCCCCCCC,-7.23835
CCCCCCCCCCCCCC,CCc1ccccc1,-6.17247
CCc1ccccc1,CCCCCCCCCCCCCC,-7.26619
CCCCCCCCCCCCCC,CCc1ccccc1,-6.16734
CCc1ccccc1,CCCCCCCCCCCCCC,-7.28464
CCCCCCCCCCCCCC,CCc1ccccc1,-6.16095
CCc1ccccc1,CCCCCCCCCCCCCC,-7.30197
CCCCCCCCCCCCCC,CCc1ccccc1,-6.15162
CCc1ccccc1,CCCCCCCCCCCCCC,-7.32264
CCCCCCCCCCCCCC,CCc1ccccc1,-6.13474
CCc1ccccc1,CCCCCCCCCCCCCC,-7.34156
CCCCCCCCCCCCCC,CCc1ccccc1,-6.11145
CCc1ccccc1,CCCCCCCCCCCCCC,-7.35742
CCCCCCCCCCCCCC,CCc1ccccc1,-6.08191
CCc1ccccc1,CCCCCCCCCCCCCC,-7.36786
CCCCCCCCCCCCCC,CCc1ccccc1,-6.051
CCc1ccccc1,CCCCCCCCCCCCCC,-7.37249
CCCCCCCCCCCCCC,CCc1ccccc1,-6.02634
CCc1ccccc1,CCCCCCCCCCCCCC,-7.32641
CCCCCCCCCCCCCC,CCc1ccccc1,-6.36874
CCCCCCCCCCCCCC,CCc1ccccc1,-6.36941
CCc1ccccc1,CCCCCCCCCCCCCC,-7.48743
CCc1ccccc1,CCCCCCCCCCCCCC,-7.34402
CCCCCCCCCCCCCC,CCc1ccccc1,-6.36729
CCc1ccccc1,CCCCCCCCCCCCCC,-7.36966
CCCCCCCCCCCCCC,CCc1ccccc1,-6.36284
CCc1ccccc1,CCCCCCCCCCCCCC,-7.38859
CCCCCCCCCCCCCC,CCc1ccccc1,-6.35662
CCc1ccccc1,CCCCCCCCCCCCCC,-7.40742
CCCCCCCCCCCCCC,CCc1ccccc1,-6.34668
CCc1ccccc1,CCCCCCCCCCCCCC,-7.37686
CCCCCCCCCCCCCC,CCc1ccccc1,-6.45915
CCCCCCCCCCCCCC,CCc1ccccc1,-6.45975
CCc1ccccc1,CCCCCCCCCCCCCC,-7.54159
CCc1ccccc1,CCCCCCCCCCCCCC,-7.39194
CCCCCCCCCCCCCC,CCc1ccccc1,-6.458
CCc1ccccc1,CCCCCCCCCCCCCC,-7.4196
CCCCCCCCCCCCCC,CCc1ccccc1,-6.45338
CCc1ccccc1,CCCCCCCCCCCCCC,-7.44005
CCCCCCCCCCCCCC,CCc1ccccc1,-6.44651
CCc1ccccc1,CCCCCCCCCCCCCC,-7.45888
CCCCCCCCCCCCCC,CCc1ccccc1,-6.43622
CCc1ccccc1,CCCCCCCCCCCCCC,-7.42855
CCCCCCCCCCCCCC,CCc1ccccc1,-6.32958
CCc1ccccc1,CCCCCCCCCCCCCC,-7.44565
CCCCCCCCCCCCCC,CCc1ccccc1,-6.30946
CCc1ccccc1,CCCCCCCCCCCCCC,-7.4667
CCCCCCCCCCCCCC,CCc1ccccc1,-6.27196
CCc1ccccc1,CCCCCCCCCCCCCC,-7.47985
CCCCCCCCCCCCCC,CCc1ccccc1,-6.2328
CCc1ccccc1,CCCCCCCCCCCCCC,-7.48607
CCCCCCCCCCCCCC,CCc1ccccc1,-6.19848
CCc1ccccc1,CCCCCCCCCCCCCC,-7.47863
CCCCCCCCCCCCCC,CCc1ccccc1,-6.42006
CCc1ccccc1,CCCCCCCCCCCCCC,-7.49863
CCCCCCCCCCCCCC,CCc1ccccc1,-6.39606
CCc1ccccc1,CCCCCCCCCCCCCC,-7.51895
CCCCCCCCCCCCCC,CCc1ccccc1,-6.3588
CCc1ccccc1,CCCCCCCCCCCCCC,-7.53233
CCCCCCCCCCCCCC,CCc1ccccc1,-6.31897
CCc1ccccc1,CCCCCCCCCCCCCC,-7.53988
CCCCCCCCCCCCCC,CCc1ccccc1,-6.27731
CCc1ccccc1,CO,-7.39287
CO,CCc1ccccc1,-7.50359
CO,CCc1ccccc1,-7.51045
CCc1ccccc1,CO,-7.37283
CCc1ccccc1,CO,-7.44048
CO,CCc1ccccc1,-7.33447
CCc1ccccc1,CO,-7.43197
CO,CCc1ccccc1,-7.33706
CCc1ccccc1,CO,-7.33824
CO,CCc1ccccc1,-7.39711
CCc1ccccc1,CO,-7.19235
CO,CCc1ccccc1,-7.45089
CCc1ccccc1,CO,-7.14237
CO,CCc1ccccc1,-7.4636
CCc1ccccc1,CO,-6.9872
