Smiles,T,Property
CCCCCC(C)CC(C)C,298,-6.90829
CCCCCC(C)CC(C)C,323,-7.27327
CCOCCCCCOC,273,-6.5326
CCOCCCCCOC,298,-6.89537
CCOCCCCCOC,323,-7.16224
CCCCCOC(=O)CCCCC(=O)O,298,-3.75531
CCCCCOC(=O)CCCCC(=O)O,323,-4.54323
CCCCCCOC(=O)CCCCC(=O)O,298,-3.6852
CCCCCCOC(=O)CCCCC(=O)O,323,-4.36325
CC(C)(Cc1ccccc1)c1ccccc1,273,-3.45727
CC(C)(Cc1ccccc1)c1ccccc1,298,-4.86843
CC(C)(Cc1ccccc1)c1ccccc1,323,-5.66516
CCCCC(C)(CC)c1ccc(O)cc1,273,-0.40982
CCCCC(C)(CC)c1ccc(O)cc1,298,-2.1973
CCCCC(C)(CC)c1ccc(O)cc1,323,-3.42201
CCOC(F)(F)C(F)(F)F,273,-7.64342
CCOC(F)(F)C(F)(F)F,298,-7.99836
CCOC(F)(F)C(F)(F)F,323,-8.28457
CCCCCCCC(CO)CCCCCCC,298,-3.44802
CCCCCCCC(CO)CCCCCCC,323,-4.56579
ClCCCCCCCCCCCCCCC(Cl)(Cl)Cl,273,-2.55029
ClCCCCCCCCCCCCCCC(Cl)(Cl)Cl,298,-3.32275
ClCCCCCCCCCCCCCCC(Cl)(Cl)Cl,323,-3.97109
ClCCCCCCCCCCCCC(Cl)(Cl)Cl,273,-3.03198
ClCCCCCCCCCCCCC(Cl)(Cl)Cl,298,-3.75237
ClCCCCCCCCCCCCC(Cl)(Cl)Cl,323,-4.36074
CCC=CCCOC(=O)C(C)C,298,-6.96534
CCC=CCCOC(=O)C(C)C,323,-7.34528
CCCC(O)(C(C)C)C(C)C,298,-5.0634
CCCC(O)(C(C)C)C(C)C,323,-5.68642
CC(C)CC(O)(C(C)C)C(C)C,298,-5.86489
CC(C)CC(O)(C(C)C)C(C)C,323,-6.17089
CC(C)(C)CC(C)(C)C(C)(C)C,273,-5.59833
CC(C)(C)CC(C)(C)C(C)(C)C,298,-6.13566
CC(C)(C)CC(C)(C)C(C)(C)C,323,-6.58224
CCC(CC)CC1CCCCC1,273,-5.72887
CCC(CC)CC1CCCCC1,298,-6.30815
CCC(CC)CC1CCCCC1,323,-6.74708
CCCCCCCCCCC1=CCCC1,273,-4.90556
CCCCCCCCCCC1=CCCC1,298,-5.72796
CCCCCCCCCCC1=CCCC1,323,-6.26312
CCCCCCCCCCCCC1=CCCC1,298,-5.42248
CCCCCCCCCCCCC1=CCCC1,323,-5.95539
CCCCCCCCCCCCCCC1=CCCC1,298,-5.07296
CCCCCCCCCCCCCCC1=CCCC1,323,-5.68565
CCC(CC)CCCCC(CC)CC,273,-5.63822
CCC(CC)CCCCC(CC)CC,298,-6.08964
CCC(CC)CCCCC(CC)CC,323,-6.48058
CCC(C)(O)C(C)(C)C(C)C,273,-3.30006
CCC(C)(O)C(C)(C)C(C)C,298,-4.33365
CCC(C)(O)C(C)(C)C(C)C,323,-5.18336
CCC(C)(O)C(C)C(C)(C)C,298,-5.21746
CCC(C)(O)C(C)C(C)(C)C,323,-5.71503
CCC(C)(C)CC(C)(O)CC,298,-5.06446
CCC(C)(C)CC(C)(O)CC,323,-5.66075
CCC(C)C(C)(O)C(C)(C)C,298,-5.30248
CCC(C)C(C)(O)C(C)(C)C,323,-5.74453
CCC(C)(C)C(C)(O)C(C)C,298,-5.15836
CCC(C)(C)C(C)(O)C(C)C,323,-5.62174
CC(C)Cc1ccccc1-c1ccccc1,273,-4.06965
CC(C)Cc1ccccc1-c1ccccc1,298,-4.73328
CC(C)Cc1ccccc1-c1ccccc1,323,-5.29234
CCCCCCCCCCc1ccc2c(c1)CCC2,273,-3.71397
CCCCCCCCCCc1ccc2c(c1)CCC2,298,-4.71569
CCCCCCCCCCc1ccc2c(c1)CCC2,323,-5.41851
c1ccc(CCC(CCc2ccccc2)CCc2ccccc2)cc1,273,-0.741912
c1ccc(CCC(CCc2ccccc2)CCc2ccccc2)cc1,298,-2.91859
c1ccc(CCC(CCc2ccccc2)CCc2ccccc2)cc1,323,-4.23964
COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,273,-6.96372
COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,298,-7.36054
COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,323,-7.68746
FCC(F)(F)OC(F)F,273,-7.20802
FCC(F)(F)OC(F)F,298,-7.55932
FCC(F)(F)OC(F)F,323,-7.8425
CCCCCCCCc1ccc(C)cc1,273,-5.26584
CCCCCCCCc1ccc(C)cc1,298,-5.90343
CCCCCCCCc1ccc(C)cc1,323,-6.38184
CCCCCCCCCCCCCCCCc1cccc2ccccc12,298,-3.37046
CCCCCCCCCCCCCCCCc1cccc2ccccc12,323,-4.40848
CCCOCCCOC,273,-6.74139
CCCOCCCOC,298,-7.09324
CCCOCCCOC,323,-7.35059
CCOCCCCCOCC,273,-6.46055
CCOCCCCCOCC,298,-6.73125
CCOCCCCCOCC,323,-6.98287
CC(C)CC(C)(C)CC(C)(C)CC(C)C,273,-5.69562
CC(C)CC(C)(C)CC(C)(C)CC(C)C,298,-6.1851
CC(C)CC(C)(C)CC(C)(C)CC(C)C,323,-6.58024
CCOCCCCCCOC,273,-6.39199
CCOCCCCCCOC,298,-6.67422
CCOCCCCCCOC,323,-6.93416
ClCCCCCCCCCCCCCCCCC(Cl)(Cl)Cl,273,-2.09572
ClCCCCCCCCCCCCCCCCC(Cl)(Cl)Cl,298,-2.90393
ClCCCCCCCCCCCCCCCCC(Cl)(Cl)Cl,323,-3.58566
CC(C)C(C)(C)CC(C)(C)C(C)(C)C,273,-5.41879
CC(C)C(C)(C)CC(C)(C)C(C)(C)C,298,-5.94751
CC(C)C(C)(C)CC(C)(C)C(C)(C)C,323,-6.36843
CCC(C)(C)CCC(C)(C)CCC(C)(C)CCC(C)(C)CC,298,-3.33126
CCC(C)(C)CCC(C)(C)CCC(C)(C)CCC(C)(C)CC,323,-4.53468
CCC(CC)C(O)(C(C)C)C(C)C,298,-4.35788
CCC(CC)C(O)(C(C)C)C(C)C,323,-5.09643
CCCCCCCC(CCCCCCC)COC(C)=O,273,-4.09504
CCCCCCCC(CCCCCCC)COC(C)=O,298,-5.0805
CCCCCCCC(CCCCCCC)COC(C)=O,323,-5.76951
CCC(C)(CC(C)(CC)C(C)(C)C)C(C)C,298,-4.8982
CCC(C)(CC(C)(CC)C(C)(C)C)C(C)C,323,-5.76829
CC(C)CCC(C)(C)CC(C)(C)CCC(C)C,298,-5.48155
CC(C)CCC(C)(C)CC(C)(C)CCC(C)C,323,-6.10019
CCNc1ccc(C)cc1,273,-4.99631
CCNc1ccc(C)cc1,298,-6.0031
CCNc1ccc(C)cc1,323,-6.61547
CC(C)CCN(CCC(C)C)c1ccccc1,273,-4.42645
CC(C)CCN(CCC(C)C)c1ccccc1,298,-5.16491
CC(C)CCN(CCC(C)C)c1ccccc1,323,-5.73363
C=C(C=C(C)C)C(C)(C)C,273,-6.75634
C=C(C=C(C)C)C(C)(C)C,298,-7.13217
C=C(C=C(C)C)C(C)(C)C,323,-7.45756
CC(C)(C)c1ccc(C=O)cc1,273,-3.95329
CC(C)(C)c1ccc(C=O)cc1,298,-4.76593
CC(C)(C)c1ccc(C=O)cc1,323,-5.45071
CCCCCCCCCCCCCCCCCCc1cccc2ccccc12,273,-1.72593
CCCCCCCCCCCCCCCCCCc1cccc2ccccc12,298,-2.62724
CCCCCCCCCCCCCCCCCCc1cccc2ccccc12,323,-3.36957
CCCC(CCC)CCC(CCC)CCC,273,-5.32462
CCCC(CCC)CCC(CCC)CCC,298,-5.95283
CCCC(CCC)CCC(CCC)CCC,323,-6.44449
CC(C)C(CCC(C(C)C)C(C)C)C(C)C,298,-5.77697
CC(C)C(CCC(C(C)C)C(C)C)C(C)C,323,-6.49328
CCCCCCCCCC(CCCCCCCCC)CCCCCCCCC,273,-3.11875
CCCCCCCCCC(CCCCCCCCC)CCCCCCCCC,298,-4.22518
CCCCCCCCCC(CCCCCCCCC)CCCCCCCCC,323,-5.02335
CCCCC(CCCC)CCC(CCCC)CCCC,298,-5.00479
CCCCC(CCCC)CCC(CCCC)CCCC,323,-5.79387
CCCCCCCCCCCCCCCC(CCC)CCC,298,-4.93108
CCCCCCCCCCCCCCCC(CCC)CCC,323,-5.55465
C=C(CC)CC(C)(C)CC,298,-7.30192
C=C(CC)CC(C)(C)CC,323,-7.53649
C=C(C)C(C)(C)C(C)CC,298,-7.23665
C=C(C)C(C)(C)C(C)CC,323,-7.42749
C=C(CC)C(C)C(C)(C)C,298,-7.14822
C=C(CC)C(C)C(C)(C)C,323,-7.40642
CCCCCOC(=O)CC(=O)OCCCCC,298,-5.51201
CCCCCOC(=O)CC(=O)OCCCCC,323,-6.0365
CCCCCCCCCCc1ccc(C)cc1,273,-4.78935
CCCCCCCCCCc1ccc(C)cc1,298,-5.53288
CCCCCCCCCCc1ccc(C)cc1,323,-6.07523
C=C(C)CCCCCCCCCCCCCCCCC(=C)C,298,-5.66538
C=C(C)CCCCCCCCCCCCCCCCC(=C)C,323,-6.25926
CCC(C)(C)C(=O)C(C)(C)C(C)(C)C,273,-4.57887
CCC(C)(C)C(=O)C(C)(C)C(C)(C)C,298,-5.3667
CCC(C)(C)C(=O)C(C)(C)C(C)(C)C,323,-5.93104
C=C(C(C)CC)C(C)(C)C,298,-7.30586
C=C(C(C)CC)C(C)(C)C,323,-7.51269
C=C(C(C)C)C(C)(C)CC,298,-7.27256
C=C(C(C)C)C(C)(C)CC,323,-7.4784
COC1CCCC1,298,-7.57766
COC1CCCC1,323,-7.79821
CCCOCCCCOC,273,-6.70166
CCCOCCCCOC,298,-6.93485
CCCOCCCCOC,323,-7.15833
CCCOC(=O)CO,273,-4.92762
CCCOC(=O)CO,298,-5.58176
CCCOC(=O)CO,323,-6.11994
CC(C)CCC(C)(CCC(C)C)C1CCCCC1,273,-3.53832
CC(C)CCC(C)(CCC(C)C)C1CCCCC1,298,-4.39105
CC(C)CCC(C)(CCC(C)C)C1CCCCC1,323,-5.06998
CCC(CC)(CC(C)C)C1CCCCC1,273,-4.50166
CCC(CC)(CC(C)C)C1CCCCC1,298,-5.17694
CCC(CC)(CC(C)C)C1CCCCC1,323,-5.73062
CCCC(CCC)(CCC(C)C)C1CCCCC1,273,-3.58722
CCCC(CCC)(CCC(C)C)C1CCCCC1,298,-4.40013
CCCC(CCC)(CCC(C)C)C1CCCCC1,323,-5.05484
CC(C)CC(CC(C)C)(CC(C)C)C1CCCCC1,298,-3.79655
CC(C)CC(CC(C)C)(CC(C)C)C1CCCCC1,323,-4.81541
CCOC(=O)OC,273,-6.90137
CCOC(=O)OC,298,-7.34378
CCOC(=O)OC,323,-7.68048
Cc1ccc(C)c(C2CCCC2)c1,273,-5.11011
Cc1ccc(C)c(C2CCCC2)c1,298,-5.82831
Cc1ccc(C)c(C2CCCC2)c1,323,-6.31785
Cc1cc(C)c(C2CCCC2)c(C)c1,298,-5.26052
Cc1cc(C)c(C2CCCC2)c(C)c1,323,-5.83928
CCCCCCCCCC=C(CCCCCCCCCC)c1cc(C)ccc1C,273,-2.18759
CCCCCCCCCC=C(CCCCCCCCCC)c1cc(C)ccc1C,298,-3.58246
CCCCCCCCCC=C(CCCCCCCCCC)c1cc(C)ccc1C,323,-4.54342
FC(F)(F)COC(F)(F)C(F)(F)F,273,-7.39268
FC(F)(F)COC(F)(F)C(F)(F)F,298,-7.74598
FC(F)(F)COC(F)(F)C(F)(F)F,323,-8.0489
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,273,-1.46103
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,298,-3.03522
c1ccc(CCCCc2ccc(CCCCc3ccccc3)cc2)cc1,323,-4.0987
CCC(C)c1ccccc1Cc1ccccc1,273,-3.48768
CCC(C)c1ccccc1Cc1ccccc1,298,-4.83423
CCC(C)c1ccccc1Cc1ccccc1,323,-5.60406
CCCC(Cc1ccccc1)Cc1ccccc1,273,-2.68214
CCCC(Cc1ccccc1)Cc1ccccc1,298,-4.39867
CCCC(Cc1ccccc1)Cc1ccccc1,323,-5.38618
C1CCC(CCC(CCCC2CCCC2)CCCC2CCCC2)CC1,273,-0.876387
C1CCC(CCC(CCCC2CCCC2)CCCC2CCCC2)CC1,298,-2.6501
C1CCC(CCC(CCCC2CCCC2)CCCC2CCCC2)CC1,323,-3.86473
CCCC(CC1CCCCC1)C1CCCCC1,298,-4.48867
CCCC(CC1CCCCC1)C1CCCCC1,323,-5.24443
CC(CCC(C)C1CCCCC1)C1CCCCC1,298,-4.0906
CC(CCC(C)C1CCCCC1)C1CCCCC1,323,-4.96141
CCC1(CCC2(CC)CCCCC2)CCCCC1,298,-3.84302
CCC1(CCC2(CC)CCCCC2)CCCCC1,323,-4.71162
CCC(N)C(C)(C)C,273,-5.38716
CCC(N)C(C)(C)C,298,-6.04569
CCC(N)C(C)(C)C,323,-6.65788
CCCCCCCCCCCCCc1cccc2ccccc12,298,-3.81332
CCCCCCCCCCCCCc1cccc2ccccc12,323,-4.6894
CCCCCCC1C(CCCC)CC2CCCCC21,273,-2.63234
CCCCCCC1C(CCCC)CC2CCCCC21,298,-4.10466
CCCCCCC1C(CCCC)CC2CCCCC21,323,-5.08127
CCCCOC(=O)CCO,298,-5.24865
CCCCOC(=O)CCO,323,-5.95958
CCCCCC=C(CCCCCC)c1ccccc1,273,-4.05776
CCCCCC=C(CCCCCC)c1ccccc1,298,-5.07082
CCCCCC=C(CCCCCC)c1ccccc1,323,-5.7744
CCCCCCCCCCCCC=C(c1ccccc1)c1ccccc1,273,-1.76222
CCCCCCCCCCCCC=C(c1ccccc1)c1ccccc1,298,-3.48832
CCCCCCCCCCCCC=C(c1ccccc1)c1ccccc1,323,-4.54857
CCC(C)c1ccccc1-c1ccccc1,298,-4.45698
CCC(C)c1ccccc1-c1ccccc1,323,-5.40667
CCC(C)(CC(C)(CC)C(C)C)C(C)C,298,-5.38911
CCC(C)(CC(C)(CC)C(C)C)C(C)C,323,-5.99045
CCC(C)(CC(C)(CC)C(C)(C)CC)C(C)C,298,-4.58705
CCC(C)(CC(C)(CC)C(C)(C)CC)C(C)C,323,-5.4136
CC(CC(C)(C)C)C(C)(C)C,273,-6.40592
CC(CC(C)(C)C)C(C)(C)C,298,-6.95401
CC(CC(C)(C)C)C(C)(C)C,323,-7.34363
CCCCCCCCCCCC(C)C(C)C,273,-5.12237
CCCCCCCCCCCC(C)C(C)C,298,-5.76355
CCCCCCCCCCCC(C)C(C)C,323,-6.26427
CCCCCCCCCCC(CO)CCCC,298,-3.45855
CCCCCCCCCCC(CO)CCCC,323,-4.58334
CCCCCCCCCCCCC(CC)CO,298,-3.33556
CCCCCCCCCCCCC(CC)CO,323,-4.54163
CCCCCCCCCCCC(CO)CCC,298,-2.44619
CCCCCCCCCCCC(CO)CCC,323,-4.4843
CCCCCCCCCC(CO)CCCCC,298,-3.48253
CCCCCCCCCC(CO)CCCCC,323,-4.593
CCC(CC)C(O)C(C)C,298,-4.76448
CCC(CC)C(O)C(C)C,323,-5.76305
CCCC(CC)C1CCCCC1,273,-5.75999
CCCC(CC)C1CCCCC1,298,-6.34452
CCCC(CC)C1CCCCC1,323,-6.77672
CCCCCCCCCC(C)CC(C)C,273,-5.44775
CCCCCCCCCC(C)CC(C)C,298,-6.03943
CCCCCCCCCC(C)CC(C)C,323,-6.5021
CCCCCCCCCCC(C)CC(C)C,273,-5.16097
CCCCCCCCCCC(C)CC(C)C,298,-5.82802
CCCCCCCCCCC(C)CC(C)C,323,-6.329
CC(C)CC(C)CC(C)(C)C,273,-6.89679
CC(C)CC(C)CC(C)(C)C,298,-7.36665
CC(C)CC(C)CC(C)(C)C,323,-7.69074
CCC1CCCCC1CC1CCCCC1,273,-4.21616
CCC1CCCCC1CC1CCCCC1,298,-5.06051
CCC1CCCCC1CC1CCCCC1,323,-5.6944
CCCCCCC1CCCC2CCC(CCCC)CC12,273,-2.58565
CCCCCCC1CCCC2CCC(CCCC)CC12,298,-3.95812
CCCCCCC1CCCC2CCC(CCCC)CC12,323,-4.90182
CC1CCCCC1CC1CCCCC1,273,-4.35655
CC1CCCCC1CC1CCCCC1,298,-5.06302
CC1CCCCC1CC1CCCCC1,323,-5.6345
CCC(C)C(C)(C)CC(C)(C)C(C)CC,273,-5.09206
CCC(C)C(C)(C)CC(C)(C)C(C)CC,298,-5.75686
CCC(C)C(C)(C)CC(C)(C)C(C)CC,323,-6.27006
CCCC(C)(CC)CC(C)(CC)C(C)C,273,-4.98056
CCCC(C)(CC)CC(C)(CC)C(C)C,298,-5.64895
CCCC(C)(CC)CC(C)(CC)C(C)C,323,-6.16476
CCC(C)(C)C(C)(C)CC(C)(C)C(C)C,298,-5.26999
CCC(C)(C)C(C)(C)CC(C)(C)C(C)C,323,-6.04128
CC1CCCCC1(C)C(C)C1(C)CCCCC1C,273,-2.8602
CC1CCCCC1(C)C(C)C1(C)CCCCC1C,298,-3.82677
CC1CCCCC1(C)C(C)C1(C)CCCCC1C,323,-4.61245
CC(C)(C)C(O)C(C)(C)C(C)(C)C,298,-5.63133
CC(C)(C)C(O)C(C)(C)C(C)(C)C,323,-6.13929
CCCCCCCCCCC(CCC)C(CCC)CCCCCCCCCC,273,-3.11503
CCCCCCCCCCC(CCC)C(CCC)CCCCCCCCCC,298,-4.3757
CCCCCCCCCCC(CCC)C(CCC)CCCCCCCCCC,323,-5.1839
CCCCCCC(CCCC)CC(C)(CCCC)CCCCCC,273,-2.55443
CCCCCCC(CCCC)CC(C)(CCCC)CCCCCC,298,-3.80064
CCCCCCC(CCCC)CC(C)(CCCC)CCCCCC,323,-4.68756
CCCCCCCCC(CCCCCC)CC(C)(CCCCCC)CCCCCCCC,273,-2.90471
CCCCCCCCC(CCCCCC)CC(C)(CCCCCC)CCCCCCCC,298,-3.70357
CCCCCCCCC(CCCCCC)CC(C)(CCCCCC)CCCCCCCC,323,-4.35835
CCCCCCCCCCCCCC(C)COC(C)=O,273,-4.15275
CCCCCCCCCCCCCC(C)COC(C)=O,298,-5.0564
CCCCCCCCCCCCCC(C)COC(C)=O,323,-5.69839
CCCCCCCCCCCCC(CC)COC(C)=O,273,-4.17533
CCCCCCCCCCCCC(CC)COC(C)=O,298,-5.05086
CCCCCCCCCCCCC(CC)COC(C)=O,323,-5.69838
CCCCCCCCCCCC(CCC)COC(C)=O,273,-4.13915
CCCCCCCCCCCC(CCC)COC(C)=O,298,-5.09983
CCCCCCCCCCCC(CCC)COC(C)=O,323,-5.7716
CCCCCCCCCCC(CCCC)COC(C)=O,273,-4.09467
CCCCCCCCCCC(CCCC)COC(C)=O,298,-5.07683
CCCCCCCCCCC(CCCC)COC(C)=O,323,-5.76071
CCCCCCCCCC(CCCCC)COC(C)=O,273,-4.09506
CCCCCCCCCC(CCCCC)COC(C)=O,298,-5.08048
CCCCCCCCCC(CCCCC)COC(C)=O,323,-5.7644
CCCCCCCCC(CCCCCC)COC(C)=O,273,-4.10703
CCCCCCCCC(CCCCCC)COC(C)=O,298,-5.09326
CCCCCCCCC(CCCCCC)COC(C)=O,323,-5.7859
CC(C)CCC(C)(CC(C)(C)C)C1CCCCC1,298,-5.1535
CC(C)CCC(C)(CC(C)(C)C)C1CCCCC1,323,-5.57058
Cc1ccc(C)c(CCC(C)CCCC(C)C)c1,273,-3.89331
Cc1ccc(C)c(CCC(C)CCCC(C)C)c1,298,-5.01284
Cc1ccc(C)c(CCC(C)CCCC(C)C)c1,323,-5.73848
CCCCCCCCCCC1CC2CCCC3CCC4CCCC1C4C32,273,-0.138634
CCCCCCCCCCC1CC2CCCC3CCC4CCCC1C4C32,298,-2.18036
CCCCCCCCCCC1CC2CCCC3CCC4CCCC1C4C32,323,-3.53692
CCCCCCCCCCCCC1C2CCCCC2C2CCCCC12,273,-1.5366
CCCCCCCCCCCCC1C2CCCCC2C2CCCCC12,298,-3.16041
CCCCCCCCCCCCC1C2CCCCC2C2CCCCC12,323,-4.25785
CC1CC(C)C(CCC2C(C)CC(C)CC2C)C(C)C1,273,-3.24139
CC1CC(C)C(CCC2C(C)CC(C)CC2C)C(C)C1,298,-4.16565
CC1CC(C)C(CCC2C(C)CC(C)CC2C)C(C)C1,323,-4.89798
CCC=C(CCCCC)[N+](=O)[O-],273,-5.44365
CCC=C(CCCCC)[N+](=O)[O-],298,-6.1588
CCC=C(CCCCC)[N+](=O)[O-],323,-6.61441
CCCC=C(CCC)[N+](=O)[O-],273,-5.68174
CCCC=C(CCC)[N+](=O)[O-],298,-6.33608
CCCC=C(CCC)[N+](=O)[O-],323,-6.76008
C=C(C)C=C(C)C(C)(C)C,273,-6.69275
C=C(C)C=C(C)C(C)(C)C,298,-7.11246
C=C(C)C=C(C)C(C)(C)C,323,-7.45183
CC=C(CC)CCCCCCCCC(=CC)CC,273,-4.92323
CC=C(CC)CCCCCCCCC(=CC)CC,298,-5.6473
CC=C(CC)CCCCCCCCC(=CC)CC,323,-6.14813
CC=C(C)CC(C)(C)CC,298,-7.27421
CC=C(C)CC(C)(C)CC,323,-7.45355
CC=C(CCCC)[N+](=O)[O-],273,-5.9176
CC=C(CCCC)[N+](=O)[O-],298,-6.51122
CC=C(CCCC)[N+](=O)[O-],323,-6.90537
CCC=C(C)[N+](=O)[O-],273,-6.43051
CCC=C(C)[N+](=O)[O-],298,-6.95819
CCC=C(C)[N+](=O)[O-],323,-7.28543
CC=C(C)CCC=C(C)C,273,-6.89852
CC=C(C)CCC=C(C)C,298,-7.29496
CC=C(C)CCC=C(C)C,323,-7.58279
Cc1cccc(CCc2cccc(C)c2)c1,298,-5.17379
Cc1cccc(CCc2cccc(C)c2)c1,323,-5.96598
CCCCCC=C(CC)[N+](=O)[O-],273,-5.45356
CCCCCC=C(CC)[N+](=O)[O-],298,-6.15136
CCCCCC=C(CC)[N+](=O)[O-],323,-6.60138
CCC=C(CCCC)[N+](=O)[O-],273,-5.74329
CCC=C(CCCC)[N+](=O)[O-],298,-6.40186
CCC=C(CCCC)[N+](=O)[O-],323,-6.81638
CCCCC=C(CC)[N+](=O)[O-],273,-5.74491
CCCCC=C(CC)[N+](=O)[O-],298,-6.37966
CCCCC=C(CC)[N+](=O)[O-],323,-6.78862
CC=C(CCCCC)[N+](=O)[O-],273,-5.64619
CC=C(CCCCC)[N+](=O)[O-],298,-6.29413
CC=C(CCCCC)[N+](=O)[O-],323,-6.72275
CCCCCC=C(C)[N+](=O)[O-],273,-5.68356
CCCCCC=C(C)[N+](=O)[O-],298,-6.29235
CCCCCC=C(C)[N+](=O)[O-],323,-6.70602
CCC=C(CCC)[N+](=O)[O-],273,-6.02822
CCC=C(CCC)[N+](=O)[O-],298,-6.60408
CCC=C(CCC)[N+](=O)[O-],323,-6.98028
CCC(C)=CC(C)(C)CC,298,-7.4269
CCC(C)=CC(C)(C)CC,323,-7.56923
CCCCC=C(CCC)[N+](=O)[O-],273,-5.47175
CCCCC=C(CCC)[N+](=O)[O-],298,-6.1739
CCCCC=C(CCC)[N+](=O)[O-],323,-6.62193
CCCCCCC=C(C)[N+](=O)[O-],273,-5.42295
CCCCCCC=C(C)[N+](=O)[O-],298,-6.0974
CCCCCCC=C(C)[N+](=O)[O-],323,-6.54897
CC=C(CCCCCC)[N+](=O)[O-],273,-5.37634
CC=C(CCCCCC)[N+](=O)[O-],298,-6.08896
CC=C(CCCCCC)[N+](=O)[O-],323,-6.55492
CCCCC=C(C)[N+](=O)[O-],273,-5.94787
CCCCC=C(C)[N+](=O)[O-],298,-6.52518
CCCCC=C(C)[N+](=O)[O-],323,-6.90341
CC=C(CCC)[N+](=O)[O-],273,-6.18099
CC=C(CCC)[N+](=O)[O-],298,-6.7282
CC=C(CCC)[N+](=O)[O-],323,-7.0931
CCCC=C(C)[N+](=O)[O-],273,-6.16925
CCCC=C(C)[N+](=O)[O-],298,-6.68709
CCCC=C(C)[N+](=O)[O-],323,-7.04013
CC=C(CC)[N+](=O)[O-],273,-6.50174
CC=C(CC)[N+](=O)[O-],298,-6.91249
CC=C(CC)[N+](=O)[O-],323,-7.23362
CCCC=C(CC)[N+](=O)[O-],273,-5.96541
CCCC=C(CC)[N+](=O)[O-],298,-6.5578
CCCC=C(CC)[N+](=O)[O-],323,-6.94308
CCCOC(=O)CCCC(=O)OCCC,298,-5.67821
CCCOC(=O)CCCC(=O)OCCC,323,-6.1813
CO[PH](=O)OC,298,-6.66949
CO[PH](=O)OC,323,-7.00867
C1CC[C@@H]2CCC[C@@H]2C1,298,-6.16006
C1CC[C@@H]2CCC[C@@H]2C1,323,-6.60502
CCCCCCCCCCCC(c1ccccc1)C1CCCCC1,298,-2.87865
CCCCCCCCCCCC(c1ccccc1)C1CCCCC1,323,-4.26974
CC=CCC,273,-8.15981
CC=CCC,298,-8.50983
CC=CCC,323,-8.77989
CCCCOCCOCCOCCOCCCC,298,-5.56887
CCCCOCCOCCOCCOCCCC,323,-6.10132
C=C(C)C(=O)OCCCCCCC,273,-5.8113
C=C(C)C(=O)OCCCCCCC,298,-6.38417
C=C(C)C(=O)OCCCCCCC,323,-6.80947
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,273,-3.42871
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,298,-4.29702
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,323,-4.92093
CC[C@H](C)CO,273,-4.47591
CC[C@H](C)CO,298,-5.46611
CC[C@H](C)CO,323,-6.23994
COC(F)(C(F)(F)F)C(F)(F)F,273,-7.34175
COC(F)(C(F)(F)F)C(F)(F)F,298,-7.70286
COC(F)(C(F)(F)F)C(F)(F)F,323,-8.01531
FC(F)(F)C(F)(Cl)C(F)(F)Cl,273,-7.08752
FC(F)(F)C(F)(Cl)C(F)(F)Cl,298,-7.45159
FC(F)(F)C(F)(Cl)C(F)(F)Cl,323,-7.74972
C1=C\CCC2OC2CC/1,298,-5.46845
C1=C\CCC2OC2CC/1,323,-5.76238
CC=CCCCCC,298,-7.64569
CC=CCCCCC,323,-7.91048
CC=Cc1ccc(O)c(OC)c1,298,-3.75211
CC=Cc1ccc(O)c(OC)c1,323,-4.56233
COCC(O)CO,273,-3.9088
COCC(O)CO,298,-4.60427
COCC(O)CO,323,-5.1689
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],298,-7.76195
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,273,-4.64966
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,298,-5.23417
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,323,-5.71307
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,273,-5.25549
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,298,-5.79371
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,323,-6.23549
O=C(C=Cc1ccccc1)Oc1ccc(Cl)cc1,273,-4.58914
O=C(C=Cc1ccccc1)Oc1ccc(Cl)cc1,298,-5.07589
O=C(C=Cc1ccccc1)Oc1ccc(Cl)cc1,323,-5.47583
CC1=CC[C@H]2C[C@@H]1C2(C)C,273,-5.9524
