mol1,mol2,Property
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0855895
O,CCCO,1.0085
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,-0.0144144
O,CCCO,0.944318
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.246508
O,CCCO,0.570494
CCCO,O,0.368843
O,CCCO,1.10859
CCCO,O,-0.131511
O,CCCO,1.38078
CCCO,O,1.27448
O,CCCO,0.778678
CCCO,O,-0.0395717
O,CCCO,1.3182
CCCO,O,0.0357821
O,CCCO,1.10119
CCCO,O,0.00742239
O,CCCO,1.50431
CCCO,O,0.396391
O,CCCO,1.01759
CCCO,O,-0.0795498
O,CCCO,1.26397
CCCO,O,-0.134458
O,CCCO,1.30151
CCCO,O,-0.0226598
O,CCCO,1.16112
CCCO,O,0.0870855
O,CCCO,0.959285
CCCO,O,0.338271
O,CCCO,0.972633
CCCO,O,-0.0622914
O,CCCO,1.17856
CCCO,O,-0.0657745
O,CCCO,1.17455
CCCO,O,0.0672193
O,CCCO,1.00935
CCCO,O,1.36046
O,CCCO,0.586024
CCCO,O,0.282815
O,CCCO,0.933246
CCCO,O,-0.0545639
O,CCCO,1.10528
CCCO,O,-0.0151238
O,CCCO,1.06659
CCCO,O,1.25391
O,CCCO,0.570256
CCCO,O,0.233403
O,CCCO,0.898506
CCCO,O,-0.0610332
O,CCCO,1.04759
CCCO,O,0.00540536
O,CCCO,0.987122
CCCO,O,1.17578
O,CCCO,0.551555
CCCO,O,0.19294
O,CCCO,0.867592
CCCO,O,-0.0856788
O,CCCO,1.00842
CCCO,O,-0.014526
O,CCCO,0.944264
CCCO,O,0.149351
O,CCCO,0.742713
CCCO,O,0.0720695
O,CCCO,0.992815
CCCO,O,0.292401
O,CCCO,0.992603
CCCO,O,-0.0800307
O,CCCO,1.19071
CCCO,O,0.241643
O,CCCO,0.951171
CCCO,O,-0.0647593
O,CCCO,1.11226
CCCO,O,1.37205
O,CCCO,0.541417
CCCO,O,0.195583
O,CCCO,0.91497
CCCO,O,-0.0663759
O,CCCO,1.05123
CCCO,O,4.13244
O,CCCO,0.10993
CCCO,O,1.28986
O,CCCO,0.523704
CCCO,O,0.15673
O,CCCO,0.883358
CCCO,O,-0.0898799
O,CCCO,1.01129
CCCO,O,6.37934
O,CCCO,0.0247121
O,CCCO,0.00250686
O,CCCO,0.00246695
CCCO,O,6.68009
O,CCCO,0.00238715
CCCO,O,6.3785
O,CCCO,0.00225745
CCCO,O,6.02235
O,CCCO,0.00205788
CCCO,O,1.36046
O,CCCO,0.586024
CCCO,O,1.25391
O,CCCO,0.570256
CCCO,O,1.17578
O,CCCO,0.551555
CCCO,O,1.1313
O,CCCO,0.528196
CCCO,O,1.12484
O,CCCO,0.498713
CCCO,O,0.453245
O,CCCO,1.06917
CCCO,O,0.396391
O,CCCO,1.01759
CCCO,O,0.338271
O,CCCO,0.972633
CCCO,O,0.282815
O,CCCO,0.933246
CCCO,O,0.233403
O,CCCO,0.898506
CCCO,O,0.19294
O,CCCO,0.867592
CCCO,O,0.163911
O,CCCO,0.839777
CCCO,O,0.148437
O,CCCO,0.814417
CCCO,O,-0.100893
O,CCCO,1.35744
CCCO,O,-0.0622914
O,CCCO,1.17856
CCCO,O,-0.0545639
O,CCCO,1.10528
CCCO,O,-0.0610332
O,CCCO,1.04759
CCCO,O,-0.0856788
O,CCCO,1.00842
CCCO,O,-0.131882
O,CCCO,0.990255
CCCO,O,-0.202493
O,CCCO,0.995143
CCCO,O,-0.207094
O,CCCO,1.43636
CCCO,O,-0.134458
O,CCCO,1.30151
CCCO,O,-0.0657745
O,CCCO,1.17455
CCCO,O,-0.0151238
O,CCCO,1.06659
CCCO,O,0.00540536
O,CCCO,0.987122
CCCO,O,-0.014526
O,CCCO,0.944264
CCCO,O,-0.0837306
O,CCCO,0.944898
CCCO,O,-0.0226332
O,CCCO,1.16108
CCCO,O,0.0672473
O,CCCO,1.00931
CCCO,O,0.149376
O,CCCO,0.74267
CCCO,O,0.0686301
O,CCCO,0.756812
CCCO,O,0.00427087
O,CCCO,1.09734
CCCO,O,0.0871314
O,CCCO,0.959182
CCCO,O,0.0588065
O,CCCO,0.942442
CCCO,O,0.0747178
O,CCCO,0.50813
O,CCCO,0.000669776
CCCO,O,0.471914
O,CCCO,1.0612
CCCO,O,-0.208154
O,CCCO,1.43741
CCCO,O,0.00373302
O,CCCO,1.0986
CCCO,O,0.0584104
O,CCCO,0.944003
CCCO,O,0.0872322
O,CCCO,0.95894
CCCO,O,-0.134522
O,CCCO,1.30157
CCCO,O,-0.0799809
O,CCCO,1.26425
CCCO,O,0.393224
O,CCCO,1.01895
CCCO,O,0.149351
O,CCCO,0.742713
CCCO,O,-0.014526
O,CCCO,0.944264
CCCO,O,-0.0856788
O,CCCO,1.00842
CCCO,O,0.19294
O,CCCO,0.867592
CCCO,O,1.17578
O,CCCO,0.551555
CCCO,O,0.447969
O,CCCO,1.07143
CCCO,O,-0.101736
O,CCCO,1.358
CCCO,O,-0.208262
O,CCCO,1.43755
CCCO,O,-0.183273
O,CCCO,1.41022
CCCO,O,0.0589479
O,CCCO,0.941857
CCCO,O,0.0341792
O,CCCO,1.11575
CCCO,O,1.33808
O,CCCO,0.591646
CCCO,O,1.37723
O,CCCO,0.74646
CCCO,O,1.24941
O,CCCO,0.720081
CCCO,O,1.12581
O,CCCO,0.698408
CCCO,O,1.01458
O,CCCO,0.67884
CCCO,O,1.16793
O,CCCO,0.881977
CCCO,O,1.0666
O,CCCO,0.841403
CCCO,O,0.958963
O,CCCO,0.808848
CCCO,O,0.853658
O,CCCO,0.78157
CCCO,O,0.758134
O,CCCO,0.757197
CCCO,O,0.895206
O,CCCO,0.975167
CCCO,O,0.813004
O,CCCO,0.928053
CCCO,O,0.72419
O,CCCO,0.889059
CCCO,O,0.636196
O,CCCO,0.855861
CCCO,O,0.555436
O,CCCO,0.826432
CCCO,O,1.16793
O,CCCO,0.881977
CCCO,O,0.895206
O,CCCO,0.975167
CCCO,O,0.670953
O,CCCO,1.05987
CCCO,O,1.37723
O,CCCO,0.74646
CCCO,O,1.0666
O,CCCO,0.841403
CCCO,O,0.813004
O,CCCO,0.928053
CCCO,O,0.60597
O,CCCO,1.00625
CCCO,O,1.24941
O,CCCO,0.720081
CCCO,O,0.958963
O,CCCO,0.808848
CCCO,O,0.72419
O,CCCO,0.889059
CCCO,O,0.53462
O,CCCO,0.960652
CCCO,O,1.12581
O,CCCO,0.698408
CCCO,O,0.853658
O,CCCO,0.78157
CCCO,O,0.636196
O,CCCO,0.855861
CCCO,O,0.462878
O,CCCO,0.92131
CCCO,O,1.33808
O,CCCO,0.591646
CCCO,O,1.01458
O,CCCO,0.67884
CCCO,O,0.758134
O,CCCO,0.757197
CCCO,O,0.555436
O,CCCO,0.826432
CCCO,O,0.395906
O,CCCO,0.886668
CCCO,O,1.33808
O,CCCO,0.591646
CCCO,O,-0.145063
O,CCCO,1.31168
CCCO,O,-0.0871954
O,CCCO,1.19497
CCCO,O,-0.0455969
O,CCCO,1.09558
CCCO,O,-0.030652
O,CCCO,1.0214
CCCO,O,-0.0512407
O,CCCO,0.979164
CCCO,O,-0.114925
O,CCCO,0.974567
CCCO,O,4.12973
O,CCCO,0.169219
CCCO,O,3.92768
O,CCCO,0.167199
CCCO,O,3.74709
O,CCCO,0.164039
CCCO,O,1.3864
O,CCCO,0.813868
CCCO,O,1.14967
O,CCCO,0.7494
CCCO,O,-0.145063
O,CCCO,1.31168
CCCO,O,0.104747
O,CCCO,0.91523
CCCO,O,0.925912
O,CCCO,0.704898
CCCO,O,-0.0455969
O,CCCO,1.09558
CCCO,O,0.77469
O,CCCO,0.661259
CCCO,O,-0.0512407
O,CCCO,0.979164
CCCO,O,0.73953
O,CCCO,0.604147
CCCO,O,1.65075
O,CCCO,0.561682
CCCO,O,6.22597
O,CCCO,0.0153122
CCCO,O,1.40251
O,CCCO,0.534198
CCCO,O,0.0291995
O,CCCO,1.03497
CCCO,O,0.105557
O,CCCO,0.948216
CCCO,O,-0.0102625
O,CCCO,1.11341
CCCO,O,1.46588
O,CCCO,0.606739
CCCO,O,1.33808
O,CCCO,0.591646
CCCO,O,1.49979
O,CCCO,0.78054
CCCO,O,1.37723
O,CCCO,0.74646
CCCO,O,1.24941
O,CCCO,0.720081
CCCO,O,1.12581
O,CCCO,0.698408
CCCO,O,1.01458
O,CCCO,0.67884
CCCO,O,1.16793
O,CCCO,0.881977
CCCO,O,1.0666
O,CCCO,0.841403
CCCO,O,0.958963
O,CCCO,0.808848
CCCO,O,0.853658
O,CCCO,0.78157
CCCO,O,0.758134
O,CCCO,0.757197
CCCO,O,0.895206
O,CCCO,0.975167
CCCO,O,0.813004
O,CCCO,0.928053
CCCO,O,0.72419
O,CCCO,0.889059
CCCO,O,0.636196
O,CCCO,0.855861
CCCO,O,0.555436
O,CCCO,0.826432
CCCO,O,0.670953
O,CCCO,1.05987
CCCO,O,0.60597
O,CCCO,1.00625
CCCO,O,0.53462
O,CCCO,0.960652
CCCO,O,0.462878
O,CCCO,0.92131
CCCO,O,0.395906
O,CCCO,0.886668
CCCO,O,-0.207172
O,CCCO,1.43651
CCCO,O,0.757928
O,CCCO,0.877092
CCCO,O,0.150513
O,CCCO,1.13212
CCCO,O,-0.144701
O,CCCO,1.31144
CCCO,O,-0.0696513
O,CCCO,1.2267
CCCO,O,0.0594569
O,CCCO,1.01896
CCCO,O,0.453245
O,CCCO,1.06917
CCCO,O,-0.100893
O,CCCO,1.35744
CCCO,O,-0.207094
O,CCCO,1.43636
CCCO,O,0.00421112
O,CCCO,1.09748
CCCO,O,0.0587971
O,CCCO,0.942457
CCCO,CC(N)CN,0.666346
CC(N)CN,CCCO,0.0135971
CCCO,CC(N)CN,0.449916
CC(N)CN,CCCO,0.0340825
CCCO,CC(N)CN,0.39113
CC(N)CN,CCCO,0.0436915
CCCO,CC(N)CN,0.415046
CC(N)CN,CCCO,0.0370164
CCCO,CC(N)CN,0.470672
CC(N)CN,CCCO,0.0169653
CCCO,CC(N)CN,0.525917
CC(N)CN,CCCO,-0.00879759
CCCO,CC(N)CN,0.562201
CC(N)CN,CCCO,-0.0300984
CCCO,CC(N)CN,0.571183
CC(N)CN,CCCO,-0.0363705
CCCO,CC(N)CN,0.551503
CC(N)CN,CCCO,-0.0179746
CCCO,CC(N)CN,0.506583
CC(N)CN,CCCO,0.0326511
CCCO,CC(N)CN,0.442253
CC(N)CN,CCCO,0.120854
CCCO,CC(N)CN,0.366184
CC(N)CN,CCCO,0.248265
CCCO,CC(N)CN,0.285735
CC(N)CN,CCCO,0.414042
CCCO,CC(N)CN,0.208127
CC(N)CN,CCCO,0.613124
CCCO,CC(N)CN,0.139049
CC(N)CN,CCCO,0.837819
CCCO,CC(N)CN,0.0826117
CC(N)CN,CCCO,1.0774
CCCO,CC(N)CN,0.0413818
CC(N)CN,CCCO,1.31645
CCCO,CC(N)CN,0.0153909
CC(N)CN,CCCO,1.53943
CCCO,CC(N)CN,0.00293569
CC(N)CN,CCCO,1.72563
CCCO,CC(N)CN,0.63466
CC(N)CN,CCCO,0.0135873
CCCO,CC(N)CN,0.414213
CC(N)CN,CCCO,0.0345077
CCCO,CC(N)CN,0.349191
CC(N)CN,CCCO,0.0452219
CCCO,CC(N)CN,0.366814
CC(N)CN,CCCO,0.0401914
CCCO,CC(N)CN,0.417446
CC(N)CN,CCCO,0.0219083
CCCO,CC(N)CN,0.46971
CC(N)CN,CCCO,-0.00247707
CCCO,CC(N)CN,0.505298
CC(N)CN,CCCO,-0.0233894
CCCO,CC(N)CN,0.515813
CC(N)CN,CCCO,-0.0308253
CCCO,CC(N)CN,0.499635
CC(N)CN,CCCO,-0.0156559
CCCO,CC(N)CN,0.459777
CC(N)CN,CCCO,0.0292869
CCCO,CC(N)CN,0.401624
CC(N)CN,CCCO,0.109034
CCCO,CC(N)CN,0.332335
CC(N)CN,CCCO,0.225102
CCCO,CC(N)CN,0.258827
CC(N)CN,CCCO,0.376585
CCCO,CC(N)CN,0.187881
CC(N)CN,CCCO,0.55857
CCCO,CC(N)CN,0.124843
CC(N)CN,CCCO,0.763606
CCCO,CC(N)CN,0.0735478
CC(N)CN,CCCO,0.981299
CCCO,CC(N)CN,0.0363705
CC(N)CN,CCCO,1.19685
CCCO,CC(N)CN,0.0132321
CC(N)CN,CCCO,1.3952
CCCO,CC(N)CN,0.00241708
CC(N)CN,CCCO,1.55644
CCCO,CC(N)CN,0.604004
CC(N)CN,CCCO,0.0135873
CCCO,CC(N)CN,0.379669
CC(N)CN,CCCO,0.0349134
CCCO,CC(N)CN,0.308609
CC(N)CN,CCCO,0.0466927
CCCO,CC(N)CN,0.320147
CC(N)CN,CCCO,0.0432606
CCCO,CC(N)CN,0.365955
CC(N)CN,CCCO,0.0266906
CCCO,CC(N)CN,0.41533
CC(N)CN,CCCO,0.00363339
CCCO,CC(N)CN,0.450241
CC(N)CN,CCCO,-0.016898
CCCO,CC(N)CN,0.462236
CC(N)CN,CCCO,-0.0254604
CCCO,CC(N)CN,0.449456
CC(N)CN,CCCO,-0.0134136
CCCO,CC(N)CN,0.414491
CC(N)CN,CCCO,0.026038
CCCO,CC(N)CN,0.362314
CC(N)CN,CCCO,0.0976075
CCCO,CC(N)CN,0.299579
CC(N)CN,CCCO,0.202696
CCCO,CC(N)CN,0.232785
CC(N)CN,CCCO,0.340343
CCCO,CC(N)CN,0.16829
CC(N)CN,CCCO,0.505787
CCCO,CC(N)CN,0.111094
CC(N)CN,CCCO,0.691801
CCCO,CC(N)CN,0.0647854
CC(N)CN,CCCO,0.888319
CCCO,CC(N)CN,0.031518
CC(N)CN,CCCO,1.08113
CCCO,CC(N)CN,0.0111377
CC(N)CN,CCCO,1.25564
CCCO,CC(N)CN,0.00191816
CC(N)CN,CCCO,1.39276
CCCO,CC(N)CN,0.574324
CC(N)CN,CCCO,0.0135774
CCCO,CC(N)CN,0.346225
CC(N)CN,CCCO,0.0353092
CCCO,CC(N)CN,0.269332
CC(N)CN,CCCO,0.0481233
CCCO,CC(N)CN,0.274969
CC(N)CN,CCCO,0.046225
CCCO,CC(N)CN,0.316102
CC(N)CN,CCCO,0.0313242
CCCO,CC(N)CN,0.362683
CC(N)CN,CCCO,0.00955421
CCCO,CC(N)CN,0.396942
CC(N)CN,CCCO,-0.0106141
CCCO,CC(N)CN,0.410373
CC(N)CN,CCCO,-0.020267
CCCO,CC(N)CN,0.400875
CC(N)CN,CCCO,-0.011242
CCCO,CC(N)CN,0.370646
CC(N)CN,CCCO,0.0228861
CCCO,CC(N)CN,0.324255
CC(N)CN,CCCO,0.0865446
CCCO,CC(N)CN,0.267872
CC(N)CN,CCCO,0.181004
CCCO,CC(N)CN,0.207583
CC(N)CN,CCCO,0.305254
CCCO,CC(N)CN,0.149325
CC(N)CN,CCCO,0.454693
CCCO,CC(N)CN,0.0977889
CC(N)CN,CCCO,0.62229
CCCO,CC(N)CN,0.0563047
CC(N)CN,CCCO,0.798304
CCCO,CC(N)CN,0.0268172
CC(N)CN,CCCO,0.969111
CCCO,CC(N)CN,0.0091183
CC(N)CN,CCCO,1.12054
CCCO,CC(N)CN,0.00142898
CC(N)CN,CCCO,1.23429
CCCO,CC(N)CN,0.545581
CC(N)CN,CCCO,0.0135774
CCCO,CC(N)CN,0.313832
CC(N)CN,CCCO,0.0356856
CCCO,CC(N)CN,0.231286
CC(N)CN,CCCO,0.0495137
CCCO,CC(N)CN,0.231207
CC(N)CN,CCCO,0.0491044
CCCO,CC(N)CN,0.267819
CC(N)CN,CCCO,0.0358111
CCCO,CC(N)CN,0.311689
CC(N)CN,CCCO,0.0152925
CCCO,CC(N)CN,0.345319
CC(N)CN,CCCO,-0.00452723
CCCO,CC(N)CN,0.36014
CC(N)CN,CCCO,-0.0152365
CCCO,CC(N)CN,0.353821
CC(N)CN,CCCO,-0.00913863
CCCO,CC(N)CN,0.328181
CC(N)CN,CCCO,0.0198418
CCCO,CC(N)CN,0.287395
CC(N)CN,CCCO,0.0758215
CCCO,CC(N)CN,0.237165
CC(N)CN,CCCO,0.159991
CCCO,CC(N)CN,0.183163
CC(N)CN,CCCO,0.271278
CCCO,CC(N)CN,0.130958
CC(N)CN,CCCO,0.405205
CCCO,CC(N)CN,0.0848925
CC(N)CN,CCCO,0.554959
CCCO,CC(N)CN,0.0480852
CC(N)CN,CCCO,0.71112
CCCO,CC(N)CN,0.0222604
CC(N)CN,CCCO,0.860613
CCCO,CC(N)CN,0.00715435
CC(N)CN,CCCO,0.989686
CCCO,CC(N)CN,0.000959539
CC(N)CN,CCCO,1.08081
CCCO,CC(N)CN,0.679058
CC(N)CN,CCCO,0.0127879
CCCO,CC(N)CN,0.457267
CC(N)CN,CCCO,0.0330962
CCCO,CC(N)CN,0.40862
CC(N)CN,CCCO,0.0389611
CCCO,CC(N)CN,0.519264
CC(N)CN,CCCO,-0.00533822
CCCO,CC(N)CN,0.571708
CC(N)CN,CCCO,-0.0367988
CCCO,CC(N)CN,0.561163
CC(N)CN,CCCO,-0.0274154
CCCO,CC(N)CN,0.518163
CC(N)CN,CCCO,0.0186745
CCCO,CC(N)CN,0.394242
CC(N)CN,CCCO,0.198236
CCCO,CC(N)CN,0.231913
CC(N)CN,CCCO,0.547173
CCCO,CC(N)CN,0.0945281
CC(N)CN,CCCO,1.02068
CCCO,CC(N)CN,0.0187825
CC(N)CN,CCCO,1.50345
CCCO,CC(N)CN,0.647443
CC(N)CN,CCCO,0.012778
CCCO,CC(N)CN,0.421883
CC(N)CN,CCCO,0.0334735
CCCO,CC(N)CN,0.361242
CC(N)CN,CCCO,0.041871
CCCO,CC(N)CN,0.463331
CC(N)CN,CCCO,0.000839647
CCCO,CC(N)CN,0.515855
CC(N)CN,CCCO,-0.0308655
CCCO,CC(N)CN,0.507925
CC(N)CN,CCCO,-0.023758
CCCO,CC(N)CN,0.470147
CC(N)CN,CCCO,0.0167686
CCCO,CC(N)CN,0.357926
CC(N)CN,CCCO,0.179467
CCCO,CC(N)CN,0.209621
CC(N)CN,CCCO,0.498299
CCCO,CC(N)CN,0.0843595
CC(N)CN,CCCO,0.929878
CCCO,CC(N)CN,0.0162276
CC(N)CN,CCCO,1.36345
CCCO,CC(N)CN,0.616855
CC(N)CN,CCCO,0.0127681
CCCO,CC(N)CN,0.387641
CC(N)CN,CCCO,0.0338409
CCCO,CC(N)CN,0.315402
CC(N)CN,CCCO,0.0446865
CCCO,CC(N)CN,0.409211
CC(N)CN,CCCO,0.00681671
CCCO,CC(N)CN,0.46182
CC(N)CN,CCCO,-0.025126
CCCO,CC(N)CN,0.456418
CC(N)CN,CCCO,-0.0202201
CCCO,CC(N)CN,0.423698
CC(N)CN,CCCO,0.0149182
CCCO,CC(N)CN,0.322793
CC(N)CN,CCCO,0.161302
CCCO,CC(N)CN,0.188047
CC(N)CN,CCCO,0.451012
CCCO,CC(N)CN,0.0745136
CC(N)CN,CCCO,0.842024
CCCO,CC(N)CN,0.0137451
CC(N)CN,CCCO,1.228
CCCO,CC(N)CN,0.587242
CC(N)CN,CCCO,0.0127583
CCCO,CC(N)CN,0.354502
CC(N)CN,CCCO,0.0341888
CCCO,CC(N)CN,0.271027
CC(N)CN,CCCO,0.0474178
CCCO,CC(N)CN,0.356821
CC(N)CN,CCCO,0.0126102
CCCO,CC(N)CN,0.409504
CC(N)CN,CCCO,-0.0195682
CCCO,CC(N)CN,0.406551
CC(N)CN,CCCO,-0.0167953
CCCO,CC(N)CN,0.378731
CC(N)CN,CCCO,0.0131334
CCCO,CC(N)CN,0.288774
CC(N)CN,CCCO,0.143728
CCCO,CC(N)CN,0.167157
CC(N)CN,CCCO,0.405238
CCCO,CC(N)CN,0.0649822
CC(N)CN,CCCO,0.756976
CCCO,CC(N)CN,0.0113454
CC(N)CN,CCCO,1.09688
CCCO,CC(N)CN,0.558558
CC(N)CN,CCCO,0.0127484
CCCO,CC(N)CN,0.322395
CC(N)CN,CCCO,0.034527
CCCO,CC(N)CN,0.228051
CC(N)CN,CCCO,0.050056
CCCO,CC(N)CN,0.306079
CC(N)CN,CCCO,0.0182131
CCCO,CC(N)CN,0.358835
CC(N)CN,CCCO,-0.0141861
CCCO,CC(N)CN,0.358255
CC(N)CN,CCCO,-0.0134784
CCCO,CC(N)CN,0.335171
CC(N)CN,CCCO,0.0114047
CCCO,CC(N)CN,0.255828
CC(N)CN,CCCO,0.126703
CCCO,CC(N)CN,0.146936
CC(N)CN,CCCO,0.3609
CCCO,CC(N)CN,0.0557563
CC(N)CN,CCCO,0.674601
CCCO,CC(N)CN,0.0090192
CC(N)CN,CCCO,0.969873
CCCO,CCC(=O)O,0.00471885
CCC(=O)O,CCCO,0.57433
CCCO,CCC(=O)O,0.0155682
CCC(=O)O,CCCO,0.408866
CCCO,CCC(=O)O,0.0275665
CCC(=O)O,CCCO,0.304259
CCCO,CCC(=O)O,0.0393649
CCC(=O)O,CCCO,0.234447
CCCO,CCC(=O)O,0.0528391
CCC(=O)O,CCCO,0.181012
CCCO,CCC(=O)O,0.0524311
CCC(=O)O,CCCO,0.181104
CCCO,CCC(=O)O,0.0513298
CCC(=O)O,CCCO,0.183313
CCCO,CCC(=O)O,0.075126
CCC(=O)O,CCCO,0.160527
CCCO,CCC(=O)O,0.152249
CCC(=O)O,CCCO,0.110575
CCCO,CCC(=O)O,0.29969
CCC(=O)O,CCCO,0.0507977
CCCO,CCC(=O)O,0.395058
CCC(=O)O,CCCO,0.0259504
CCCO,CCC(=O)O,0.488954
CCC(=O)O,CCCO,0.00941553
CCCO,CCC(=O)O,0.566444
CCC(=O)O,CCCO,0.00146892
CCCO,CNC(C)=O,-0.000705249
CNC(C)=O,CCCO,-0.318687
CCCO,CNC(C)=O,-0.00842439
CNC(C)=O,CCCO,-0.276745
CCCO,CNC(C)=O,-0.0365115
CNC(C)=O,CCCO,-0.195509
CCCO,CNC(C)=O,-0.0649151
CNC(C)=O,CCCO,-0.143488
CCCO,CNC(C)=O,-0.103563
CNC(C)=O,CCCO,-0.0932881
CCCO,CNC(C)=O,-0.160109
CNC(C)=O,CCCO,-0.0443804
CCCO,CNC(C)=O,-0.204176
CNC(C)=O,CCCO,-0.0201017
CCCO,CNC(C)=O,-0.239982
CNC(C)=O,CCCO,-0.00763306
CCCO,CNC(C)=O,-0.273119
CNC(C)=O,CCCO,-0.00151014
CCCO,COC(=O)c1ccccc1,-0.00979683
COC(=O)c1ccccc1,CCCO,-1.43834
CCCO,COC(=O)c1ccccc1,-0.0350512
COC(=O)c1ccccc1,CCCO,-1.12358
CCCO,COC(=O)c1ccccc1,-0.111331
COC(=O)c1ccccc1,CCCO,-0.680444
CCCO,COC(=O)c1ccccc1,-0.197534
COC(=O)c1ccccc1,CCCO,-0.417026
CCCO,COC(=O)c1ccccc1,-0.276978
COC(=O)c1ccccc1,CCCO,-0.267179
CCCO,COC(=O)c1ccccc1,-0.345882
COC(=O)c1ccccc1,CCCO,-0.181962
CCCO,COC(=O)c1ccccc1,-0.411649
COC(=O)c1ccccc1,CCCO,-0.127923
CCCO,COC(=O)c1ccccc1,-0.448298
COC(=O)c1ccccc1,CCCO,-0.105951
CCCO,COC(=O)c1ccccc1,-0.60892
COC(=O)c1ccccc1,CCCO,-0.0466546
CCCO,COC(=O)c1ccccc1,-0.795616
COC(=O)c1ccccc1,CCCO,-0.0144428
CCCO,COC(=O)c1ccccc1,-0.00952724
COC(=O)c1ccccc1,CCCO,-1.38059
CCCO,COC(=O)c1ccccc1,-0.0339809
COC(=O)c1ccccc1,CCCO,-1.07571
CCCO,COC(=O)c1ccccc1,-0.10733
COC(=O)c1ccccc1,CCCO,-0.649347
CCCO,COC(=O)c1ccccc1,-0.189595
COC(=O)c1ccccc1,CCCO,-0.397891
CCCO,COC(=O)c1ccccc1,-0.265163
COC(=O)c1ccccc1,CCCO,-0.255357
CCCO,COC(=O)c1ccccc1,-0.33106
COC(=O)c1ccccc1,CCCO,-0.173889
CCCO,COC(=O)c1ccccc1,-0.39477
COC(=O)c1ccccc1,CCCO,-0.121561
CCCO,COC(=O)c1ccccc1,-0.43046
COC(=O)c1ccccc1,CCCO,-0.100165
CCCO,COC(=O)c1ccccc1,-0.584655
COC(=O)c1ccccc1,CCCO,-0.0431288
CCCO,COC(=O)c1ccccc1,-0.75833
COC(=O)c1ccccc1,CCCO,-0.0131055
CCCO,COC(=O)c1ccccc1,-0.0092658
COC(=O)c1ccccc1,CCCO,-1.32474
CCCO,COC(=O)c1ccccc1,-0.0329468
COC(=O)c1ccccc1,CCCO,-1.02941
CCCO,COC(=O)c1ccccc1,-0.103461
COC(=O)c1ccccc1,CCCO,-0.619276
CCCO,COC(=O)c1ccccc1,-0.181919
COC(=O)c1ccccc1,CCCO,-0.379387
CCCO,COC(=O)c1ccccc1,-0.253737
COC(=O)c1ccccc1,CCCO,-0.243926
CCCO,COC(=O)c1ccccc1,-0.316726
COC(=O)c1ccccc1,CCCO,-0.166082
CCCO,COC(=O)c1ccccc1,-0.378447
COC(=O)c1ccccc1,CCCO,-0.115409
CCCO,COC(=O)c1ccccc1,-0.413209
COC(=O)c1ccccc1,CCCO,-0.094569
CCCO,COC(=O)c1ccccc1,-0.561193
COC(=O)c1ccccc1,CCCO,-0.0397205
CCCO,COC(=O)c1ccccc1,-0.722273
COC(=O)c1ccccc1,CCCO,-0.0118125
CCCO,COC(=O)c1ccccc1,-0.0090135
COC(=O)c1ccccc1,CCCO,-1.2707
CCCO,COC(=O)c1ccccc1,-0.0319459
COC(=O)c1ccccc1,CCCO,-0.98462
CCCO,COC(=O)c1ccccc1,-0.0997176
COC(=O)c1ccccc1,CCCO,-0.590181
CCCO,COC(=O)c1ccccc1,-0.174491
COC(=O)c1ccccc1,CCCO,-0.361484
CCCO,COC(=O)c1ccccc1,-0.242683
COC(=O)c1ccccc1,CCCO,-0.232864
CCCO,COC(=O)c1ccccc1,-0.302858
COC(=O)c1ccccc1,CCCO,-0.158528
CCCO,COC(=O)c1ccccc1,-0.362654
COC(=O)c1ccccc1,CCCO,-0.109457
CCCO,COC(=O)c1ccccc1,-0.396517
COC(=O)c1ccccc1,CCCO,-0.0891548
CCCO,COC(=O)c1ccccc1,-0.53849
