mol1,mol2,Property
COC(=O)c1ccccc1,CCCO,-0.0364223
CCCO,COC(=O)c1ccccc1,-0.687388
COC(=O)c1ccccc1,CCCO,-0.0105616
CCCO,COC(=O)c1ccccc1,-0.00876934
COC(=O)c1ccccc1,CCCO,-1.21839
CCCO,COC(=O)c1ccccc1,-0.0309769
COC(=O)c1ccccc1,CCCO,-0.941257
CCCO,COC(=O)c1ccccc1,-0.0960936
COC(=O)c1ccccc1,CCCO,-0.562015
CCCO,COC(=O)c1ccccc1,-0.167301
COC(=O)c1ccccc1,CCCO,-0.344151
CCCO,COC(=O)c1ccccc1,-0.231981
COC(=O)c1ccccc1,CCCO,-0.222157
CCCO,COC(=O)c1ccccc1,-0.289433
COC(=O)c1ccccc1,CCCO,-0.151216
CCCO,COC(=O)c1ccccc1,-0.347367
COC(=O)c1ccccc1,CCCO,-0.103693
CCCO,COC(=O)c1ccccc1,-0.380359
COC(=O)c1ccccc1,CCCO,-0.0839144
CCCO,COC(=O)c1ccccc1,-0.516513
COC(=O)c1ccccc1,CCCO,-0.033229
CCCO,COC(=O)c1ccccc1,-0.653613
COC(=O)c1ccccc1,CCCO,-0.00935058
CCCO,CCOC(=O)c1ccccc1,4.00E-05
CCOC(=O)c1ccccc1,CCCO,0.0425134
CCCO,CCOC(=O)c1ccccc1,0.000479885
CCOC(=O)c1ccccc1,CCCO,0.0379603
CCCO,CCOC(=O)c1ccccc1,0.00176844
CCOC(=O)c1ccccc1,CCCO,0.0306844
CCCO,CCOC(=O)c1ccccc1,0.00415137
CCOC(=O)c1ccccc1,CCCO,0.0222702
CCCO,CCOC(=O)c1ccccc1,0.00746209
CCOC(=O)c1ccccc1,CCCO,0.014524
CCCO,CCOC(=O)c1ccccc1,0.0108806
CCOC(=O)c1ccccc1,CCCO,0.00909848
CCCO,CCOC(=O)c1ccccc1,0.0130939
CCOC(=O)c1ccccc1,CCCO,0.00674719
CCCO,CCOC(=O)c1ccccc1,0.0138733
CCOC(=O)c1ccccc1,CCCO,0.00623055
CCCO,CCOC(=O)c1ccccc1,0.0212917
CCOC(=O)c1ccccc1,CCCO,0.00408166
CCCO,CCOC(=O)c1ccccc1,0.000209978
CCOC(=O)c1ccccc1,CCCO,0.0518901
CCCO,CCOC(=O)c1ccccc1,0.00105944
CCOC(=O)c1ccccc1,CCCO,0.0428583
CCCO,CCOC(=O)c1ccccc1,0.002826
CCOC(=O)c1ccccc1,CCCO,0.0327769
CCCO,CCOC(=O)c1ccccc1,0.00562415
CCOC(=O)c1ccccc1,CCCO,0.0228568
CCCO,CCOC(=O)c1ccccc1,0.00921739
CCOC(=O)c1ccccc1,CCCO,0.0144255
CCCO,CCOC(=O)c1ccccc1,0.0128669
CCOC(=O)c1ccccc1,CCCO,0.00864255
CCCO,CCOC(=O)c1ccccc1,0.0154697
CCOC(=O)c1ccccc1,CCCO,0.00588266
CCCO,CCOC(=O)c1ccccc1,0.0168178
CCOC(=O)c1ccccc1,CCCO,0.00501739
CCCO,CCOC(=O)c1ccccc1,0.0230816
CCOC(=O)c1ccccc1,CCCO,0.00316499
CCCO,CCOC(=O)c1ccccc1,0.000369932
CCOC(=O)c1ccccc1,CCCO,0.0609728
CCCO,CCOC(=O)c1ccccc1,0.00160871
CCOC(=O)c1ccccc1,CCCO,0.0476085
CCCO,CCOC(=O)c1ccccc1,0.00384261
CCOC(=O)c1ccccc1,CCCO,0.0348071
CCCO,CCOC(=O)c1ccccc1,0.00704512
CCOC(=O)c1ccccc1,CCCO,0.0234333
CCCO,CCOC(=O)c1ccccc1,0.0109103
CCOC(=O)c1ccccc1,CCCO,0.0143269
CCCO,CCOC(=O)c1ccccc1,0.0147901
CCOC(=O)c1ccccc1,CCCO,0.00819632
CCCO,CCOC(=O)c1ccccc1,0.0177712
CCOC(=O)c1ccccc1,CCCO,0.00505719
CCCO,CCOC(=O)c1ccccc1,0.0196556
CCOC(=O)c1ccccc1,CCCO,0.00383265
CCCO,CCOC(=O)c1ccccc1,0.0248194
CCOC(=O)c1ccccc1,CCCO,0.00226743
CCCO,CCOC(=O)c1ccccc1,0.00052986
CCOC(=O)c1ccccc1,CCCO,0.0697686
CCCO,CCOC(=O)c1ccccc1,0.00214769
CCOC(=O)c1ccccc1,CCCO,0.0522034
CCCO,CCOC(=O)c1ccccc1,0.00482832
CCOC(=O)c1ccccc1,CCCO,0.0367658
CCCO,CCOC(=O)c1ccccc1,0.00842441
CCOC(=O)c1ccccc1,CCCO,0.0239802
CCCO,CCOC(=O)c1ccccc1,0.0125608
CCOC(=O)c1ccccc1,CCCO,0.0142382
CCCO,CCOC(=O)c1ccccc1,0.0166604
CCOC(=O)c1ccccc1,CCCO,0.00775981
CCCO,CCOC(=O)c1ccccc1,0.0199987
CCOC(=O)c1ccccc1,CCCO,0.00425095
CCCO,CCOC(=O)c1ccccc1,0.0224169
CCOC(=O)c1ccccc1,CCCO,0.00268639
CCCO,CCOC(=O)c1ccccc1,0.0265056
CCOC(=O)c1ccccc1,CCCO,0.00140901
CCCO,CCOC(=O)c1ccccc1,0.000679769
CCOC(=O)c1ccccc1,CCCO,0.0782935
CCCO,CCOC(=O)c1ccccc1,0.00266644
CCOC(=O)c1ccccc1,CCCO,0.0566544
CCCO,CCOC(=O)c1ccccc1,0.00579319
CCOC(=O)c1ccccc1,CCCO,0.0386725
CCCO,CCOC(=O)c1ccccc1,0.00975229
CCOC(=O)c1ccccc1,CCCO,0.024517
CCCO,CCOC(=O)c1ccccc1,0.0141593
CCOC(=O)c1ccccc1,CCCO,0.0141494
CCCO,CCOC(=O)c1ccccc1,0.0184586
CCOC(=O)c1ccccc1,CCCO,0.00734297
CCCO,CCOC(=O)c1ccccc1,0.0221626
CCOC(=O)c1ccccc1,CCCO,0.00347396
CCCO,CCOC(=O)c1ccccc1,0.0250828
CCOC(=O)c1ccccc1,CCCO,0.00157875
CCCO,CCOC(=O)c1ccccc1,0.0281306
CCOC(=O)c1ccccc1,CCCO,0.000569838
CCCO,CCOC(=O)c1ccccc1,0.0124324
CCOC(=O)c1ccccc1,CCCO,0.00738268
CCCO,Cc1ccccc1C,-0.530336
Cc1ccccc1C,CCCO,0.000579832
CCCO,Cc1ccccc1C,-0.530537
Cc1ccccc1C,CCCO,0.00048988
CCCO,Cc1ccccc1C,-0.496423
Cc1ccccc1C,CCCO,-0.00711324
CCCO,Cc1ccccc1C,-0.407689
Cc1ccccc1C,CCCO,-0.0437074
CCCO,Cc1ccccc1C,-0.30609
Cc1ccccc1C,CCCO,-0.114326
CCCO,Cc1ccccc1C,-0.211991
Cc1ccccc1C,CCCO,-0.215587
CCCO,Cc1ccccc1C,-0.134361
Cc1ccccc1C,CCCO,-0.340617
CCCO,Cc1ccccc1C,-0.0757575
Cc1ccccc1C,CCCO,-0.481997
CCCO,Cc1ccccc1C,-0.0356406
Cc1ccccc1C,CCCO,-0.632329
CCCO,Cc1ccccc1C,-0.0117184
Cc1ccccc1C,CCCO,-0.785666
CCCO,Cc1ccccc1C,-0.0011827
Cc1ccccc1C,CCCO,-0.93668
CCCO,Cc1ccccc1C,-0.530336
Cc1ccccc1C,CCCO,0.000579832
CCCO,Cc1ccccc1C,-0.530537
Cc1ccccc1C,CCCO,0.00048988
CCCO,Cc1ccccc1C,-0.496423
Cc1ccccc1C,CCCO,-0.00711324
CCCO,Cc1ccccc1C,-0.407689
Cc1ccccc1C,CCCO,-0.0437074
CCCO,Cc1ccccc1C,-0.30609
Cc1ccccc1C,CCCO,-0.114326
CCCO,Cc1ccccc1C,-0.211991
Cc1ccccc1C,CCCO,-0.215587
CCCO,Cc1ccccc1C,-0.134361
Cc1ccccc1C,CCCO,-0.340617
CCCO,Cc1ccccc1C,-0.0757575
Cc1ccccc1C,CCCO,-0.481997
CCCO,Cc1ccccc1C,-0.0356406
Cc1ccccc1C,CCCO,-0.632329
CCCO,Cc1ccccc1C,-0.0117184
Cc1ccccc1C,CCCO,-0.785666
CCCO,Cc1ccccc1C,-0.0011827
Cc1ccccc1C,CCCO,-0.93668
CCCO,O=[N+]([O-])c1ccccc1,-0.00694305
O=[N+]([O-])c1ccccc1,CCCO,-1.09021
CCCO,O=[N+]([O-])c1ccccc1,-0.0274637
O=[N+]([O-])c1ccccc1,CCCO,-0.852277
CCCO,O=[N+]([O-])c1ccccc1,-0.0606889
O=[N+]([O-])c1ccccc1,CCCO,-0.647677
CCCO,O=[N+]([O-])c1ccccc1,-0.104099
O=[N+]([O-])c1ccccc1,CCCO,-0.481976
CCCO,O=[N+]([O-])c1ccccc1,-0.153082
O=[N+]([O-])c1ccccc1,CCCO,-0.358611
CCCO,O=[N+]([O-])c1ccccc1,-0.203955
O=[N+]([O-])c1ccccc1,CCCO,-0.272694
CCCO,O=[N+]([O-])c1ccccc1,-0.2581
O=[N+]([O-])c1ccccc1,CCCO,-0.212941
CCCO,O=[N+]([O-])c1ccccc1,-0.345469
O=[N+]([O-])c1ccccc1,CCCO,-0.154931
CCCO,O=[N+]([O-])c1ccccc1,-0.59034
O=[N+]([O-])c1ccccc1,CCCO,-0.0723557
CCCO,O=[N+]([O-])c1ccccc1,-0.00694305
O=[N+]([O-])c1ccccc1,CCCO,-1.09021
CCCO,O=[N+]([O-])c1ccccc1,-0.0274637
O=[N+]([O-])c1ccccc1,CCCO,-0.852277
CCCO,O=[N+]([O-])c1ccccc1,-0.0606889
O=[N+]([O-])c1ccccc1,CCCO,-0.647677
CCCO,O=[N+]([O-])c1ccccc1,-0.104099
O=[N+]([O-])c1ccccc1,CCCO,-0.481976
CCCO,O=[N+]([O-])c1ccccc1,-0.153082
O=[N+]([O-])c1ccccc1,CCCO,-0.358611
CCCO,O=[N+]([O-])c1ccccc1,-0.203955
O=[N+]([O-])c1ccccc1,CCCO,-0.272694
CCCO,O=[N+]([O-])c1ccccc1,-0.2581
O=[N+]([O-])c1ccccc1,CCCO,-0.212941
CCCO,O=[N+]([O-])c1ccccc1,-0.345469
O=[N+]([O-])c1ccccc1,CCCO,-0.154931
CCCO,O=[N+]([O-])c1ccccc1,-0.59034
O=[N+]([O-])c1ccccc1,CCCO,-0.0723557
CCCO,CCC(C)(C)OC,-0.000113006
CCC(C)(C)OC,CCCO,-1.12407
CCCO,CCC(C)(C)OC,-0.00117068
CCC(C)(C)OC,CCCO,-1.0874
CCCO,CCC(C)(C)OC,-0.00344392
CCC(C)(C)OC,CCCO,-1.04655
CCCO,CCC(C)(C)OC,-0.00749703
CCC(C)(C)OC,CCCO,-0.997842
CCCO,CCC(C)(C)OC,-0.0138738
CCC(C)(C)OC,CCCO,-0.941752
CCCO,CCC(C)(C)OC,-0.0272068
CCC(C)(C)OC,CCCO,-0.855374
CCCO,CCC(C)(C)OC,-0.0565883
CCC(C)(C)OC,CCCO,-0.721621
CCCO,CCC(C)(C)OC,-0.117477
CCC(C)(C)OC,CCCO,-0.536573
CCCO,CCC(C)(C)OC,-0.118707
CCC(C)(C)OC,CCCO,-0.533535
CCCO,CCC(C)(C)OC,-0.164654
CCC(C)(C)OC,CCCO,-0.432856
CCCO,CCC(C)(C)OC,-0.220071
CCC(C)(C)OC,CCCO,-0.336388
CCCO,CCC(C)(C)OC,-0.275931
CCC(C)(C)OC,CCCO,-0.258706
CCCO,CCC(C)(C)OC,-0.321937
CCC(C)(C)OC,CCCO,-0.206129
CCCO,CCC(C)(C)OC,-0.36985
CCC(C)(C)OC,CCCO,-0.160477
CCCO,CCC(C)(C)OC,-0.417882
CCC(C)(C)OC,CCCO,-0.122865
CCCO,CCC(C)(C)OC,-0.469361
CCC(C)(C)OC,CCCO,-0.0906416
CCCO,CCC(C)(C)OC,-0.509861
CCC(C)(C)OC,CCCO,-0.0705813
CCCO,CCC(C)(C)OC,-0.566367
CCC(C)(C)OC,CCCO,-0.0492648
CCCO,CCC(C)(C)OC,-0.647656
CCC(C)(C)OC,CCCO,-0.0287236
CCCO,CCC(C)(C)OC,-0.769428
CCC(C)(C)OC,CCCO,-0.0112399
CCCO,CCC(C)(C)OC,-0.85842
CCC(C)(C)OC,CCCO,-0.00442277
CCCO,CCOCCOCCOCC,-0.00028204
CCOCCOCCOCC,CCCO,-1.94062
CCCO,CCOCCOCCOCC,-0.000942444
CCOCCOCCOCC,CCCO,-1.87479
CCCO,CCOCCOCCOCC,-0.00340178
CCOCCOCCOCC,CCCO,-1.74683
CCCO,CCOCCOCCOCC,-0.00822776
CCOCCOCCOCC,CCCO,-1.60142
CCCO,CCOCCOCCOCC,-0.0135869
CCOCCOCCOCC,CCCO,-1.48901
CCCO,CCOCCOCCOCC,-0.0234682
CCOCCOCCOCC,CCCO,-1.33538
CCCO,CCOCCOCCOCC,-0.0423638
CCOCCOCCOCC,CCCO,-1.12655
CCCO,CCOCCOCCOCC,-0.0678935
CCOCCOCCOCC,CCCO,-0.924704
CCCO,CCOCCOCCOCC,-0.109296
CCOCCOCCOCC,CCCO,-0.690341
CCCO,CCOCCOCCOCC,-0.156361
CCOCCOCCOCC,CCCO,-0.49879
CCCO,CCOCCOCCOCC,-0.197606
CCOCCOCCOCC,CCCO,-0.371138
CCCO,CCOCCOCCOCC,-0.236149
CCOCCOCCOCC,CCCO,-0.276071
CCCO,CCOCCOCCOCC,-0.27701
CCOCCOCCOCC,CCCO,-0.195469
CCCO,CCOCCOCCOCC,-0.303858
CCOCCOCCOCC,CCCO,-0.152131
CCCO,CCOCCOCCOCC,-0.338125
CCOCCOCCOCC,CCCO,-0.10662
CCCO,CCOCCOCCOCC,-0.371696
CCOCCOCCOCC,CCCO,-0.0716872
CCCO,CCOCCOCCOCC,-0.400354
CCOCCOCCOCC,CCCO,-0.048598
CCCO,CCOCCOCCOCC,-0.422951
CCOCCOCCOCC,CCCO,-0.0341837
CCCO,CCOCCOCCOCC,-0.439816
CCOCCOCCOCC,CCCO,-0.0253034
CCCO,CCOCCOCCOCC,-0.456701
CCOCCOCCOCC,CCCO,-0.0178198
CCCO,CCOCCOCCOCC,-0.480833
CCOCCOCCOCC,CCCO,-0.00927791
CCCO,CCOCCOCCOCC,-0.507064
CCOCCOCCOCC,CCCO,-0.00260439
CCCO,CCOCCOCCOCC,-0.521856
CCOCCOCCOCC,CCCO,-7.60E-05
CCCO,CCOCCOCCOCC,-0.526557
CCOCCOCCOCC,CCCO,0.000479885
CCCO,CCOCCOCCOCC,-0.525489
CCOCCOCCOCC,CCCO,0.000419912
CCCO,CCOCCOCCOCC,-0.518162
CCOCCOCCOCC,CCCO,0.00013999
CCCO,COCCOCCOCCOC,-0.000521136
COCCOCCOCCOC,CCCO,-2.16288
CCCO,COCCOCCOCCOC,-0.00210421
COCCOCCOCCOC,CCCO,-2.03547
CCCO,COCCOCCOCCOC,-0.0045202
COCCOCCOCCOC,CCCO,-1.91986
CCCO,COCCOCCOCCOC,-0.00825397
COCCOCCOCCOC,CCCO,-1.79492
CCCO,COCCOCCOCCOC,-0.0160664
COCCOCCOCCOC,CCCO,-1.61083
CCCO,COCCOCCOCCOC,-0.0311192
COCCOCCOCCOC,CCCO,-1.36815
CCCO,COCCOCCOCCOC,-0.0533639
COCCOCCOCCOC,CCCO,-1.1178
CCCO,COCCOCCOCCOC,-0.0920166
COCCOCCOCCOC,CCCO,-0.814244
CCCO,COCCOCCOCCOC,-0.137316
COCCOCCOCCOC,CCCO,-0.563046
CCCO,COCCOCCOCCOC,-0.190283
COCCOCCOCCOC,CCCO,-0.349572
CCCO,COCCOCCOCCOC,-0.234972
COCCOCCOCCOC,CCCO,-0.214936
CCCO,COCCOCCOCCOC,-0.268828
COCCOCCOCCOC,CCCO,-0.135019
CCCO,COCCOCCOCCOC,-0.294194
COCCOCCOCCOC,CCCO,-0.0866718
CCCO,COCCOCCOCCOC,-0.312285
COCCOCCOCCOC,CCCO,-0.0584366
CCCO,COCCOCCOCCOC,-0.324324
COCCOCCOCCOC,CCCO,-0.0428898
CCCO,COCCOCCOCCOC,-0.33463
COCCOCCOCCOC,CCCO,-0.0319923
CCCO,COCCOCCOCCOC,-0.343766
COCCOCCOCCOC,CCCO,-0.024304
CCCO,COCCOCCOCCOC,-0.354908
COCCOCCOCCOC,CCCO,-0.0169
CCCO,COCCOCCOCCOC,-0.366372
COCCOCCOCCOC,CCCO,-0.0107627
CCCO,COCCOCCOCCOC,-0.381687
COCCOCCOCCOC,CCCO,-0.00414458
CCCO,COCCOCCOCCOC,-0.398092
COCCOCCOCCOC,CCCO,0.00140901
CCCO,COCCOCCOCCOC,-0.409958
COCCOCCOCCOC,CCCO,0.00450982
CCCO,COCCOCCOCCOC,-0.414708
COCCOCCOCCOC,CCCO,0.00547498
CCCO,COCCOCCOCCOC,-0.402451
COCCOCCOCCOC,CCCO,0.00403186
CCCO,COCCOCCOCCOC,-0.386731
COCCOCCOCCOC,CCCO,0.00273625
CCCO,COCCOCCOCCOC,-0.364117
COCCOCCOCCOC,CCCO,0.00144895
CCCO,COCCOCCOCCOC,-0.334614
COCCOCCOCCOC,CCCO,0.00046989
CCCO,COCCOCCOCCOC,-0.0126608
COCCOCCOCCOC,CCCO,-1.97145
CCCO,COCCOCCOCCOC,-0.0296832
COCCOCCOCCOC,CCCO,-1.64676
CCCO,COCCOCCOCCOC,-0.0430704
COCCOCCOCCOC,CCCO,-1.46513
CCCO,COCCOCCOCCOC,-0.0756971
COCCOCCOCCOC,CCCO,-1.13823
CCCO,COCCOCCOCCOC,-0.139763
COCCOCCOCCOC,CCCO,-0.714925
CCCO,COCCOCCOCCOC,-0.206037
COCCOCCOCCOC,CCCO,-0.42435
CCCO,COCCOCCOCCOC,-0.241761
COCCOCCOCCOC,CCCO,-0.306107
CCCO,COCCOCCOCCOC,-0.25429
COCCOCCOCCOC,CCCO,-0.269766
CCCO,COCCOCCOCCOC,-0.347409
COCCOCCOCCOC,CCCO,-0.0742732
CCCO,COCCOCCOCCOC,-0.36018
COCCOCCOCCOC,CCCO,-0.0583094
CCCO,COCCOCCOCCOC,-0.370119
COCCOCCOCCOC,CCCO,-0.0480438
CCCO,COCCOCCOCCOC,-0.387866
COCCOCCOCCOC,CCCO,-0.0335785
CCCO,COCCOCCOCCOC,-0.406511
COCCOCCOCCOC,CCCO,0.00314505
CCCO,COCCOCCOCCOC,-0.357448
COCCOCCOCCOC,CCCO,0.00118929
CCCO,COCCOCCOCCOC,-0.0107162
COCCOCCOCCOC,CCCO,-1.72915
CCCO,COCCOCCOCCOC,-0.0252204
COCCOCCOCCOC,CCCO,-1.45255
CCCO,COCCOCCOCCOC,-0.0366868
COCCOCCOCCOC,CCCO,-1.297
CCCO,COCCOCCOCCOC,-0.0648276
COCCOCCOCCOC,CCCO,-1.01513
CCCO,COCCOCCOCCOC,-0.120888
COCCOCCOCCOC,CCCO,-0.644999
CCCO,COCCOCCOCCOC,-0.18018
COCCOCCOCCOC,CCCO,-0.385236
CCCO,COCCOCCOCCOC,-0.212854
COCCOCCOCCOC,CCCO,-0.277121
CCCO,COCCOCCOCCOC,-0.224466
COCCOCCOCCOC,CCCO,-0.243444
CCCO,COCCOCCOCCOC,-0.276664
COCCOCCOCCOC,CCCO,-0.11903
CCCO,COCCOCCOCCOC,-0.314252
COCCOCCOCCOC,CCCO,-0.0557083
CCCO,COCCOCCOCCOC,-0.32637
COCCOCCOCCOC,CCCO,-0.0405377
CCCO,COCCOCCOCCOC,-0.334546
COCCOCCOCCOC,CCCO,-0.0320698
CCCO,COCCOCCOCCOC,-0.346118
COCCOCCOCCOC,CCCO,-0.0225882
CCCO,COCCOCCOCCOC,-0.364415
COCCOCCOCCOC,CCCO,-0.0117275
CCCO,COCCOCCOCCOC,-0.378393
COCCOCCOCCOC,CCCO,-0.00544077
CCCO,COCCOCCOCCOC,-0.399711
COCCOCCOCCOC,CCCO,0.00187824
CCCO,COCCOCCOCCOC,-0.408528
COCCOCCOCCOC,CCCO,0.00418125
CCCO,COCCOCCOCCOC,-0.413084
COCCOCCOCCOC,CCCO,0.00523627
CCCO,COCCOCCOCCOC,-0.371539
COCCOCCOCCOC,CCCO,0.00181835
CCCO,COCCOCCOCCOC,-0.343472
COCCOCCOCCOC,CCCO,0.000699755
CCCO,COCCOCCOCCOC,-0.00889747
COCCOCCOCCOC,CCCO,-1.50258
CCCO,COCCOCCOCCOC,-0.0210469
COCCOCCOCCOC,CCCO,-1.27096
CCCO,COCCOCCOCCOC,-0.030718
COCCOCCOCCOC,CCCO,-1.13979
CCCO,COCCOCCOCCOC,-0.0546632
COCCOCCOCCOC,CCCO,-0.900024
CCCO,COCCOCCOCCOC,-0.103239
COCCOCCOCCOC,CCCO,-0.57961
CCCO,COCCOCCOCCOC,-0.156003
COCCOCCOCCOC,CCCO,-0.348663
CCCO,COCCOCCOCCOC,-0.185825
COCCOCCOCCOC,CCCO,-0.250014
CCCO,COCCOCCOCCOC,-0.196577
COCCOCCOCCOC,CCCO,-0.21883
CCCO,COCCOCCOCCOC,-0.246173
COCCOCCOCCOC,CCCO,-0.100772
CCCO,COCCOCCOCCOC,-0.283247
COCCOCCOCCOC,CCCO,-0.038348
CCCO,COCCOCCOCCOC,-0.294755
COCCOCCOCCOC,CCCO,-0.0239198
CCCO,COCCOCCOCCOC,-0.301282
COCCOCCOCCOC,CCCO,-0.017134
CCCO,COCCOCCOCCOC,-0.30708
COCCOCCOCCOC,CCCO,-0.0123105
CCCO,COCCOCCOCCOC,-0.313387
COCCOCCOCCOC,CCCO,-0.0085676
CCCO,COCCOCCOCCOC,-0.318972
COCCOCCOCCOC,CCCO,-0.00606435
CCCO,COCCOCCOCCOC,-0.32977
COCCOCCOCCOC,CCCO,-0.00239086
CCCO,COCCOCCOCCOC,-0.335662
COCCOCCOCCOC,CCCO,-0.000859369
CCCO,COCCOCCOCCOC,-0.345308
COCCOCCOCCOC,CCCO,0.00098951
CCCO,COCCOCCOCCOC,-0.338838
COCCOCCOCCOC,CCCO,0.000569838
CCCO,COCCOCCOCCOC,-0.330403
COCCOCCOCCOC,CCCO,0.000229974
CCCO,COCCOCCOC,-0.0588863
COCCOCCOC,CCCO,-1.44586
CCCO,COCCOCCOC,-0.172554
COCCOCCOC,CCCO,-0.783702
CCCO,COCCOCCOC,-0.293693
COCCOCCOC,CCCO,-0.413891
CCCO,COCCOCCOC,-0.391789
COCCOCCOC,CCCO,-0.230582
CCCO,COCCOCCOC,-0.471235
COCCOCCOC,CCCO,-0.132854
CCCO,COCCOCCOC,-0.544817
COCCOCCOC,CCCO,-0.0722116
CCCO,COCCOCCOC,-0.616749
COCCOCCOC,CCCO,-0.0327019
CCCO,COCCOCCOC,-0.695472
COCCOCCOC,CCCO,-0.00562781
CCCO,COCCOCCOC,-0.734438
COCCOCCOC,CCCO,0.00198802
CCCO,COCCOCCOC,-0.0510386
COCCOCCOC,CCCO,-1.29315
CCCO,COCCOCCOC,-0.151863
COCCOCCOC,CCCO,-0.706849
CCCO,COCCOCCOC,-0.26216
COCCOCCOC,CCCO,-0.370526
CCCO,COCCOCCOC,-0.352838
COCCOCCOC,CCCO,-0.201089
CCCO,COCCOCCOC,-0.424796
COCCOCCOC,CCCO,-0.112439
CCCO,COCCOCCOC,-0.487177
COCCOCCOC,CCCO,-0.0608929
CCCO,COCCOCCOC,-0.544405
COCCOCCOC,CCCO,-0.0294195
CCCO,COCCOCCOC,-0.607676
COCCOCCOC,CCCO,-0.00773584
CCCO,COCCOCCOC,-0.64873
COCCOCCOC,CCCO,-4.50E-05
CCCO,COCCOCCOC,-0.0436844
COCCOCCOC,CCCO,-1.15005
CCCO,COCCOCCOC,-0.132473
COCCOCCOC,CCCO,-0.634827
CCCO,COCCOCCOC,-0.232607
COCCOCCOC,CCCO,-0.329887
CCCO,COCCOCCOC,-0.316337
COCCOCCOC,CCCO,-0.17345
CCCO,COCCOCCOC,-0.381278
COCCOCCOC,CCCO,-0.0933079
CCCO,COCCOCCOC,-0.433163
COCCOCCOC,CCCO,-0.0502864
CCCO,COCCOCCOC,-0.476608
COCCOCCOC,CCCO,-0.0263419
CCCO,COCCOCCOC,-0.525401
COCCOCCOC,CCCO,-0.009711
CCCO,COCCOCCOC,-0.000308047
COCCOCCOC,CCCO,-2.54742
CCCO,COCCOCCOC,-0.00110161
COCCOCCOC,CCCO,-2.46276
CCCO,COCCOCCOC,-0.00406023
COCCOCCOC,CCCO,-2.30091
CCCO,COCCOCCOC,-0.00888536
COCCOCCOC,CCCO,-2.14356
CCCO,COCCOCCOC,-0.0196039
COCCOCCOC,CCCO,-1.91646
CCCO,COCCOCCOC,-0.039424
COCCOCCOC,CCCO,-1.64136
CCCO,COCCOCCOC,-0.075984
COCCOCCOC,CCCO,-1.30645
CCCO,COCCOCCOC,-0.128211
COCCOCCOC,CCCO,-0.984481
CCCO,COCCOCCOC,-0.180745
COCCOCCOC,CCCO,-0.751548
CCCO,COCCOCCOC,-0.247368
COCCOCCOC,CCCO,-0.532031
CCCO,COCCOCCOC,-0.287887
COCCOCCOC,CCCO,-0.427424
CCCO,COCCOCCOC,-0.317692
COCCOCCOC,CCCO,-0.361446
CCCO,COCCOCCOC,-0.363567
COCCOCCOC,CCCO,-0.275345
CCCO,COCCOCCOC,-0.404244
COCCOCCOC,CCCO,-0.212628
CCCO,COCCOCCOC,-0.444027
COCCOCCOC,CCCO,-0.16204
CCCO,COCCOCCOC,-0.479165
COCCOCCOC,CCCO,-0.1251
CCCO,COCCOCCOC,-0.508961
COCCOCCOC,CCCO,-0.0987414
CCCO,COCCOCCOC,-0.54407
COCCOCCOC,CCCO,-0.0727126
CCCO,COCCOCCOC,-0.588539
COCCOCCOC,CCCO,-0.0462838
CCCO,COCCOCCOC,-0.630381
COCCOCCOC,CCCO,-0.0269201
CCCO,COCCOCCOC,-0.678799
COCCOCCOC,CCCO,-0.01012
CCCO,COCCOCCOC,-0.70681
COCCOCCOC,CCCO,-0.00296038
CCCO,COCCOCCOC,-0.727987
COCCOCCOC,CCCO,0.00107942
CCCO,COCCOCCOC,-0.734405
COCCOCCOC,CCCO,0.00197804
CCCO,COCCOCCOC,-0.725776
COCCOCCOC,CCCO,0.0013391
CCCO,COCCOCCOC,-0.704898
COCCOCCOC,CCCO,0.000439903
CCCO,COCCOCCOC,-0.00125278
COCCOCCOC,CCCO,-2.77539
CCCO,COCCOCCOC,-0.0417422
COCCOCCOC,CCCO,-1.87147
CCCO,COCCOCCOC,-0.100467
COCCOCCOC,CCCO,-1.35284
CCCO,COCCOCCOC,-0.180845
COCCOCCOC,CCCO,-0.923167
CCCO,COCCOCCOC,-0.243237
COCCOCCOC,CCCO,-0.69091
CCCO,COCCOCCOC,-0.299849
COCCOCCOC,CCCO,-0.527348
CCCO,COCCOCCOC,-0.342924
COCCOCCOC,CCCO,-0.425664
CCCO,COCCOCCOC,-0.361009
COCCOCCOC,CCCO,-0.387947
CCCO,COCCOCCOC,-0.423581
COCCOCCOC,CCCO,-0.277077
CCCO,COCCOCCOC,-0.475092
COCCOCCOC,CCCO,-0.20564
CCCO,COCCOCCOC,-0.518671
COCCOCCOC,CCCO,-0.156918
CCCO,COCCOCCOC,-0.588018
COCCOCCOC,CCCO,-0.097194
CCCO,COCCOCCOC,-0.636723
COCCOCCOC,CCCO,-0.0654296
CCCO,COCCOCCOC,-0.751209
COCCOCCOC,CCCO,-0.0143586
CCCO,COCCOCCOC,-0.798301
COCCOCCOC,CCCO,-0.00123076
CCCO,COCCOCCOC,-0.825189
COCCOCCOC,CCCO,0.00405178
CCCO,COCCOCCOC,-0.778892
COCCOCCOC,CCCO,0.00114934
CCCO,COCCOCCOC,-0.751879
COCCOCCOC,CCCO,0.000379928
CCCO,COCCOCCOC,-0.00108459
COCCOCCOC,CCCO,-2.46419
CCCO,COCCOCCOC,-0.0364233
COCCOCCOC,CCCO,-1.67657
CCCO,COCCOCCOC,-0.0882467
